stop_usd,target_usd,sessions,raw_bars,trades,active_trade_days,generated_flat_signals,ignored_signals_while_open,gross_pnl,costs,commissions,slippage,net_pnl,net_return_pct,win_rate_pct,profit_factor,net_sharpe,net_sortino,max_drawdown_usd_daily,max_drawdown_pct_daily,avg_net_trade,avg_duration_bars,stops,targets,forced_eod,avg_gross_risk_usd,avg_gross_reward_usd
11.0000000000,2.7500000000,125.0000000000,48389.0000000000,241.0000000000,125.0000000000,241.0000000000,1288.0000000000,1695.7693000000,1943.7246113798,48.7550000000,1894.9696113798,-247.9553113798,-0.2479553114,62.2406639004,0.9745323984,-0.2131681735,-0.2851756749,2060.8527670598,2.0518982832,-1.0288602132,98.1784232365,8.0000000000,125.0000000000,108.0000000000,317.9045643154,79.4761410788
7.7500000000,2.5000000000,125.0000000000,48389.0000000000,268.0000000000,125.0000000000,268.0000000000,1261.0000000000,1938.6753000000,2161.0024282998,54.1590000000,2106.8434282998,-222.3271282998,-0.2223271283,62.3134328358,0.9779661960,-0.2139079771,-0.2943208915,1504.3727784399,1.4982789910,-0.8295788369,80.3843283582,21.0000000000,148.0000000000,99.0000000000,223.7378731343,72.1735074627
11.2500000000,2.7500000000,125.0000000000,48389.0000000000,239.0000000000,125.0000000000,239.0000000000,1290.0000000000,1666.9943000000,1927.3817683798,48.3210000000,1879.0607683798,-260.3874683798,-0.2603874684,61.9246861925,0.9728605306,-0.2219358522,-0.2946664367,2065.7864240598,2.0568105032,-1.0894873154,99.7573221757,7.0000000000,123.0000000000,109.0000000000,324.9320083682,79.4278242678
13.0000000000,2.7500000000,125.0000000000,48389.0000000000,234.0000000000,125.0000000000,234.0000000000,1295.0000000000,1620.9943000000,1887.1751123798,47.3620000000,1839.8131123798,-266.1808123798,-0.2661808124,61.9658119658,0.9717975360,-0.2228814425,-0.2921172439,2052.7823080598,2.0438628906,-1.1375248392,102.5854700855,4.0000000000,121.0000000000,109.0000000000,375.8888888889,79.5149572650
8.0000000000,8.0000000000,125.0000000000,48389.0000000000,161.0000000000,125.0000000000,161.0000000000,1368.0000000000,979.7772000000,1298.2982767199,32.6130000000,1265.6852767199,-318.5210767199,-0.3185210767,49.0683229814,0.9661576188,-0.2288202934,-0.3351803662,2779.7347075799,2.7505486196,-1.9783917809,178.3478260870,21.0000000000,22.0000000000,118.0000000000,231.5031055901,231.5031055901
13.2500000000,2.7500000000,125.0000000000,48389.0000000000,234.0000000000,125.0000000000,234.0000000000,1295.0000000000,1613.4643000000,1887.1800063798,47.3620000000,1839.8180063798,-273.7157063798,-0.2737157064,61.9658119658,0.9710223308,-0.2293070747,-0.3003646222,2060.3172020598,2.0513650452,-1.1697252409,102.5982905983,4.0000000000,121.0000000000,109.0000000000,383.1175213675,79.5149572650
9.2500000000,6.0000000000,125.0000000000,48389.0000000000,179.0000000000,125.0000000000,179.0000000000,1350.0000000000,1145.2397000000,1443.1345904998,36.2180000000,1406.9165904998,-297.8948904998,-0.2978948905,50.2793296089,0.9688304129,-0.2295499115,-0.3206861934,2291.8884532799,2.2669280112,-1.6642172654,154.4860335196,17.0000000000,42.0000000000,120.0000000000,267.3715083799,173.4301675978
10.2500000000,2.7500000000,125.0000000000,48389.0000000000,244.0000000000,125.0000000000,244.0000000000,1285.0000000000,1701.8833000000,1967.5439488598,49.3640000000,1918.1799488598,-265.6606488598,-0.2656606489,62.7049180328,0.9732322387,-0.2312196564,-0.3114635774,2101.0536045398,2.0919244465,-1.0887731511,95.5778688525,12.0000000000,127.0000000000,105.0000000000,296.2418032787,79.4795081967
8.2500000000,7.0000000000,125.0000000000,48389.0000000000,173.0000000000,125.0000000000,173.0000000000,1356.0000000000,1075.9365000000,1394.5000422198,34.9790000000,1359.5210422198,-318.5635422198,-0.3185635422,52.0231213873,0.9664351434,-0.2312721960,-0.3313038816,2648.5807642599,2.6185825830,-1.8414077585,162.7052023121,20.0000000000,33.0000000000,120.0000000000,238.2962427746,202.1907514451
14.5000000000,2.7500000000,125.0000000000,48389.0000000000,233.0000000000,125.0000000000,233.0000000000,1296.0000000000,1602.3431000000,1879.0090906198,47.1380000000,1831.8710906198,-276.6659906198,-0.2766659906,62.6609442060,0.9707237379,-0.2318039726,-0.3035300156,2063.2674862998,2.0543025104,-1.1874076851,102.8283261803,4.0000000000,121.0000000000,108.0000000000,419.0686695279,79.4785407725
12.7500000000,2.7500000000,125.0000000000,48389.0000000000,236.0000000000,125.0000000000,236.0000000000,1293.0000000000,1618.5643000000,1903.1756783798,47.7820000000,1855.3936783798,-284.6113783798,-0.2846113784,62.2881355932,0.9702219978,-0.2387875627,-0.3126761667,2045.0193340598,2.0361336470,-1.2059804169,101.5338983051,5.0000000000,122.0000000000,109.0000000000,368.7775423729,79.5402542373
8.7500000000,2.5000000000,125.0000000000,48389.0000000000,260.0000000000,125.0000000000,260.0000000000,1269.0000000000,1841.0253000000,2096.7213377398,52.6540000000,2044.0673377398,-255.6960377398,-0.2556960377,63.0769230769,0.9742130835,-0.2388639004,-0.3210883002,1625.7796912598,1.6191941189,-0.9834462990,84.4461538462,16.0000000000,144.0000000000,100.0000000000,253.1442307692,72.3269230769
11.5000000000,2.7500000000,125.0000000000,48389.0000000000,238.0000000000,125.0000000000,238.0000000000,1291.0000000000,1634.4543000000,1919.2448043798,48.1390000000,1871.1058043798,-284.7905043798,-0.2847905044,62.1848739496,0.9703923752,-0.2428038111,-0.3214721747,2082.3610260598,2.0733130880,-1.1965987579,100.1974789916,6.0000000000,123.0000000000,109.0000000000,332.2920168067,79.4611344538
7.7500000000,7.5000000000,125.0000000000,48389.0000000000,167.0000000000,125.0000000000,167.0000000000,1362.0000000000,1003.3927000000,1346.7465579398,33.8170000000,1312.9295579398,-343.3538579399,-0.3433538579,49.7005988024,0.9630347988,-0.2463113649,-0.3593808971,2815.4769259799,2.7849072299,-2.0560111254,170.5029940120,23.0000000000,27.0000000000,117.0000000000,224.1931137725,216.9610778443
9.7500000000,5.7500000000,125.0000000000,48389.0000000000,181.0000000000,125.0000000000,181.0000000000,1348.0000000000,1129.4051000000,1459.4089250198,36.5400000000,1422.8689250198,-330.0038250198,-0.3300038250,50.2762430939,0.9663633202,-0.2491174280,-0.3437984705,2272.1423697999,2.2486589971,-1.8232255526,152.1878453039,15.0000000000,47.0000000000,119.0000000000,281.1878453039,165.8287292818
8.2500000000,2.5000000000,125.0000000000,48389.0000000000,264.0000000000,125.0000000000,264.0000000000,1265.0000000000,1861.9653000000,2128.6044662998,53.3820000000,2075.2224662998,-266.6391662998,-0.2666391663,62.8787878788,0.9734505393,-0.2524262449,-0.3424035211,1680.7140198198,1.6739059241,-1.0099968420,82.0227272727,18.0000000000,146.0000000000,100.0000000000,238.3125000000,72.2159090909
7.7500000000,7.7500000000,125.0000000000,48389.0000000000,163.0000000000,125.0000000000,163.0000000000,1366.0000000000,962.8041000000,1314.5283496599,32.9910000000,1281.5373496599,-351.7242496599,-0.3517242497,49.0797546012,0.9620387617,-0.2524818174,-0.3688347169,2894.4686509799,2.8626705888,-2.1578174826,176.3128834356,23.0000000000,24.0000000000,116.0000000000,224.0843558282,224.0843558282
8.2500000000,7.5000000000,125.0000000000,48389.0000000000,167.0000000000,125.0000000000,167.0000000000,1362.0000000000,989.2781000000,1346.5351925398,33.8030000000,1312.7321925398,-357.2570925398,-0.3572570925,50.8982035928,0.9624936736,-0.2559109698,-0.3717442214,2770.3859605799,2.7403058502,-2.1392640272,169.8143712575,20.0000000000,28.0000000000,119.0000000000,238.5583832335,216.8712574850
14.7500000000,2.7500000000,125.0000000000,48389.0000000000,233.0000000000,125.0000000000,233.0000000000,1296.0000000000,1572.0931000000,1879.0094406198,47.1380000000,1831.8714406198,-306.9163406198,-0.3069163406,62.6609442060,0.9676263333,-0.2569810102,-0.3353213309,2093.5178362998,2.0844214214,-1.3172375134,102.8326180258,4.0000000000,121.0000000000,108.0000000000,426.2939914163,79.4785407725
