stop_pct,rr,period,candidate_entries,skipped_overlaps,trades,gross_pnl,net_pnl,costs,win_rate_pct,profit_factor,net_sharpe,stops,targets,forced_eod,avg_net_trade
0.005,1.5,full,385,35,350,591.4213849999624,-2518.9356446089264,3110.357029608889,42.857142857142854,0.8640637390585124,-1.108158238385344,160,97,93,-7.196958984596932
0.005,2.0,development,218,23,195,878.9824864999688,-883.3118588977464,1762.2943453977155,40.51282051282051,0.9182844059012666,-0.6208437721675988,95,40,60,-4.529804404603828
0.005,2.0,validation,87,8,79,78.15969650000085,-611.0051508194168,689.1648473194177,39.24050632911392,0.8617894758546508,-1.072566505996363,38,17,24,-7.734242415435656
0.005,2.0,holdout,80,10,70,-475.53224449999425,-1081.2984520742402,605.7662075742459,34.285714285714285,0.7457141593119286,-2.0959395359618944,36,13,21,-15.447120743917717
0.005,2.0,full,385,41,344,481.60993849997595,-2575.6154617914035,3057.2254002913796,38.95348837209303,0.8677999521065022,-1.0357252780290729,169,70,105,-7.487254249393615
0.005,3.0,development,218,28,190,-844.9844845000221,-2561.7221890891537,1716.7377045891317,35.26315789473684,0.777195976201014,-1.6880413758658532,101,19,70,-13.482748363627126
0.005,3.0,validation,87,10,77,-459.24401150000125,-1130.9365432810207,671.6925317810193,37.66233766233766,0.7441977106781597,-2.0710458364833952,38,5,34,-14.68748757507819
0.005,3.0,holdout,80,11,69,136.82600350000604,-460.1828933946361,597.0088968946421,33.33333333333333,0.8917801152007107,-0.7734171089696106,36,8,25,-6.669317295574436
0.005,3.0,full,385,49,336,-1167.402492500017,-4152.8416257648105,2985.439133264793,35.41666666666667,0.7941190071710393,-1.5611913018631576,175,32,129,-12.359647695728603
0.0075,0.5,development,218,9,209,1819.9538309999853,-68.65043684748423,1888.6042678474696,67.46411483253588,0.9921607400585869,-0.05531270476864738,49,128,32,-0.32847098970088145
0.0075,0.5,validation,87,4,83,957.4740848750077,233.40938438215971,724.0647004928481,67.46987951807229,1.07378930387183,0.5251996303800643,17,50,16,2.812161257616382
0.0075,0.5,holdout,80,4,76,909.9052756250064,251.97662161629574,657.9286540087107,65.78947368421053,1.0866114298358494,0.6113118403658139,14,47,15,3.3154818633723124
