stop_usd,target_usd,sessions,raw_bars,trades,active_days,gross_pnl,costs,commissions,slippage,net_pnl,positive_mass,loss_mass,win_rate_pct,profit_factor,net_sharpe,mtm_dd_usd,pnl_over_dd,cvar5_loss_usd,worst_loss_usd,clipped_current_winner_net_usd,avoided_current_loser_net_usd,stops,targets,forced_eod,block
0.2500000000,11.7500000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,12.0000000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,12.2500000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,12.5000000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.2500000000,12.7500000000,21.0000000000,8190.0000000000,84.0000000000,21.0000000000,-182.0450000000,743.1143510799,73.6610000000,669.4533510799,-925.1593510799,1957.1765730000,-2882.3359240800,11.9047619048,0.6790244526,-3.3043913544,1411.0009036799,-0.6556759451,41.8058525520,41.9213520000,1510.7011197200,1234.9494431200,71.0000000000,0.0000000000,13.0000000000,0
0.5000000000,0.2500000000,21.0000000000,8190.0000000000,97.0000000000,21.0000000000,-160.0290000000,857.5878011199,84.6230000000,772.9648011199,-1017.6168011199,1359.6067698001,-2377.2235709200,62.8865979381,0.5719305439,-9.5817316657,1097.6146141199,-0.9271166656,74.5015104000,74.9279520000,2292.5132462800,1510.6543931200,33.0000000000,61.0000000000,3.0000000000,0
0.5000000000,0.5000000000,21.0000000000,8190.0000000000,91.0000000000,21.0000000000,706.9810000000,804.5831766399,79.4220000000,725.1611766399,-97.6021766399,2586.0130983601,-2683.6152750000,54.9450549451,0.9636303394,-0.7077288434,598.4655295199,-0.1630873824,74.5015104000,74.9279520000,2064.5231482800,1696.8915431200,37.0000000000,48.0000000000,6.0000000000,0
0.5000000000,0.7500000000,21.0000000000,8190.0000000000,82.0000000000,21.0000000000,373.0060000000,724.9865102399,71.6170000000,653.3695102399,-351.9805102399,2756.6454024000,-3108.6259126400,42.6829268293,0.8867729601,-2.0352685395,1011.7882242799,-0.3478796272,74.5068552000,74.9279520000,1923.1503080000,1263.1306931200,43.0000000000,32.0000000000,7.0000000000,0
0.5000000000,1.0000000000,21.0000000000,8190.0000000000,77.0000000000,21.0000000000,466.0110000000,681.0487123199,67.3400000000,613.7087123199,-215.0377123199,2973.2301448800,-3188.2678571999,36.3636363636,0.9325534359,-0.9631679874,1132.9960236399,-0.1897956461,74.5362850000,74.9279520000,1851.1967857200,1325.3682431200,44.0000000000,25.0000000000,8.0000000000,0
0.5000000000,1.2500000000,21.0000000000,8190.0000000000,74.0000000000,21.0000000000,505.5810000000,654.5762983199,64.7150000000,589.8612983199,-148.9952983199,3180.9160948800,-3329.9113931999,31.0810810811,0.9552554766,-0.6127837123,1085.4326916399,-0.1372681139,74.5362850000,74.9279520000,1725.7218857200,1387.6057931200,46.0000000000,21.0000000000,7.0000000000,0
0.5000000000,1.5000000000,21.0000000000,8190.0000000000,71.0000000000,21.0000000000,901.1550000000,628.0232875199,62.1180000000,565.9052875199,273.1317124801,3523.8011848800,-3250.6694723999,30.9859154930,1.0840232188,1.0484750946,827.5433747200,0.3300512346,74.5362850000,74.9279520000,1600.2469857200,1199.8933431200,45.0000000000,18.0000000000,8.0000000000,0
0.5000000000,1.7500000000,21.0000000000,8190.0000000000,71.0000000000,21.0000000000,892.2610000000,627.9667959199,62.0900000000,565.8767959199,264.2942040801,3592.6256668800,-3328.3314627999,28.1690140845,1.0794074169,0.9267919836,853.5743345200,0.3096323230,74.5362850000,74.9279520000,1474.7720857200,1230.8871431200,46.0000000000,16.0000000000,9.0000000000,0
0.5000000000,2.0000000000,21.0000000000,8190.0000000000,67.0000000000,21.0000000000,1238.7818000000,592.5182997599,58.5970000000,533.9212997599,646.2635002401,3747.3729342400,-3101.1094339999,29.8507462687,1.2083975151,2.1150364484,848.8021107200,0.7613830033,74.5362850000,74.9279520000,1350.5469357200,1261.8809431200,43.0000000000,14.0000000000,10.0000000000,0
