trade_id,ticker,direction,entry_time,entry_price,exit_time,exit_price,shares,position_value,gross_pnl,commission,slippage,net_pnl,return_pct,exit_reason,duration_bars,entry_z_score,exit_z_score
1,NVDA,1,2024-08-22 11:32:00-04:00,127.615518,2024-08-22 11:39:00-04:00,126.32443640506331,156,19904.04,-193.48580997212002,1.092,7.922918838002829,-202.50072881012287,-0.010173850575567717,STOP_LOSS,7,-2.9858776035869274,-3.1947916973645163
2,NVDA,1,2024-08-22 15:20:00-04:00,124.02980099999999,2024-08-22 15:46:00-04:00,123.42531000000001,161,19964.805,-89.35499999999881,1.127,7.9680509999982405,-98.45005099999705,-0.004931180194346854,TAKE_PROFIT,26,-2.847151302158238,1.8643106813838752
3,NVDA,-1,2024-08-22 15:51:00-04:00,123.645266,2024-08-22 15:56:00-04:00,123.464688,161,19910.87,37.03000000000064,1.127,7.956941999998833,27.946058000001806,0.0014035578555834983,FORCED_EOD,5,0.4956850271047233,-0.4732052591872715
4,NVDA,1,2024-08-23 12:48:00-04:00,126.92538,2024-08-23 13:17:00-04:00,127.62447,157,19923.3,117.75,1.099,7.992870000000281,108.65812999999972,0.005453821907013382,TAKE_PROFIT,29,-2.574025292056956,1.2746772051110222
5,NVDA,-1,2024-08-23 14:04:00-04:00,128.37432,2024-08-23 14:35:00-04:00,128.485692,155,19902.0,-9.300000000000352,1.085,7.962659999997896,-18.34765999999825,-0.0009219003115263918,TAKE_PROFIT,31,2.3838837591963085,-1.2589082650202026
6,NVDA,1,2024-08-23 15:00:00-04:00,128.305656,2024-08-23 15:26:00-04:00,128.764242,155,19883.4,79.04999999999859,1.085,7.969169999999082,69.99582999999951,0.003520314936077306,TAKE_PROFIT,26,-2.5441828994693507,-0.31808555708014163
7,NVDA,1,2024-08-23 15:32:00-04:00,128.570709,2024-08-23 15:39:00-04:00,128.594276,155,19924.475,11.625000000002643,1.085,7.972115000000457,2.5678850000021853,0.00012888093663708506,TAKE_PROFIT,7,-3.0861708902921983,0.7357739728261703
8,NVDA,1,2024-08-26 13:03:00-04:00,126.69753444,2024-08-26 13:23:00-04:00,126.694656,157,19887.5354,7.504599999999243,1.099,7.9565150799997895,-1.5509150800005465,-7.798427752895647e-05,TAKE_PROFIT,20,-2.186911024354437,0.09970976451604073
9,NVDA,1,2024-08-26 15:46:00-04:00,126.29025299999999,2024-08-26 15:49:00-04:00,126.364722,158,19949.87,19.75,1.106,7.9838979999987885,10.66010200000121,0.0005343444343246954,TAKE_PROFIT,3,-1.4567442039450191,1.6718497162557302
10,NVDA,1,2024-08-27 11:42:00-04:00,127.69613412,2024-08-27 11:46:00-04:00,127.864422,156,19916.6136,34.22640000000115,1.092,7.973490719999859,25.16090928000129,0.001263312618566908,TAKE_PROFIT,4,-1.4427487630341491,1.0970811261075526
