trade_id,ticker,direction,entry_time,entry_price,exit_time,exit_price,shares,position_value,gross_pnl,commission,slippage,net_pnl,return_pct,exit_reason,duration_bars,entry_z_score,exit_z_score,mae_pct
38,NVDA,-1,2024-09-11 15:36:00-04:00,116.25174500000001,2024-09-11 15:42:00-04:00,115.833162,172,19999.3,79.98000000000059,1.204,7.98372399999846,70.79227600000213,0.0035397376908192853,TAKE_PROFIT,6,2.606127492149888,-0.12938107682655314,0.0005871309716682472
41,NVDA,1,2024-09-13 15:44:00-04:00,118.783752,2024-09-13 15:56:00-04:00,119.06608202,168,19951.68,55.423199999999156,1.176,7.991756640000972,46.25544335999818,0.0023183733580329166,FORCED_EOD,12,-2.969964765573037,-0.056034471328730566,0.0006208929989011724
42,NVDA,1,2024-09-16 14:59:00-04:00,116.24324399999999,2024-09-16 15:05:00-04:00,116.39171700000001,172,19989.84,33.54000000000127,1.204,8.002643999997133,24.333356000004137,0.0012172861813803482,TAKE_PROFIT,6,-2.4425642785192725,1.1147254084378173,0.00019996000799832428
56,NVDA,1,2024-09-24 10:44:00-04:00,115.493094,2024-09-24 11:18:00-04:00,116.62667,173,19976.31,204.14000000000118,1.211,8.031352000000311,194.89764800000086,0.009756438901879319,TAKE_PROFIT,34,-3.501065202972293,0.31336192295433074,0.0009792273813359247
59,NVDA,1,2024-09-25 13:56:00-04:00,123.03540216,2024-09-25 14:07:00-04:00,123.385318,162,19927.7496,64.67039999999892,1.1340000000000001,7.98403391999986,55.55236607999906,0.002787688885853878,TAKE_PROFIT,11,-2.6379581808054016,0.5239053350624087,0.0006128492992769204
60,NVDA,1,2024-09-25 14:39:00-04:00,123.35846676,2024-09-25 14:50:00-04:00,123.515292,162,19980.0756,33.40440000000157,1.1340000000000001,7.998711120001019,24.271688880000553,0.001214794646722986,TAKE_PROFIT,11,-2.0911416047712246,0.7638714575805132,0.00047395822545161573
61,NVDA,1,2024-09-26 10:57:00-04:00,123.304656,2024-09-26 11:07:00-04:00,124.10887326000001,162,19971.36,138.29940000000056,1.1340000000000001,8.016203879998017,129.14919612000256,0.006466720149253859,TAKE_PROFIT,10,-1.9335843215376356,-0.21891010686279294,0.009323703072493817
64,NVDA,1,2024-09-27 11:24:00-04:00,120.139023,2024-09-27 11:36:00-04:00,120.29893539999999,166,19939.09,34.527999999999736,1.162,7.982541600000388,25.38345839999935,0.001273049993755951,TAKE_PROFIT,12,-2.711098750049427,0.6784355690777653,0.00265544859641485
65,NVDA,-1,2024-09-27 14:09:00-04:00,120.685858,2024-09-27 14:21:00-04:00,120.554106,165,19917.149999999998,29.69999999999878,1.155,7.960920000000158,20.58407999999862,0.001033485212492682,TAKE_PROFIT,12,1.8475788507380266,-0.3284616624481761,0.000372388287615323
66,NVDA,1,2024-09-27 14:29:00-04:00,119.86816884,2024-09-27 14:34:00-04:00,119.87602000000001,166,19894.1372,9.262800000000823,1.162,7.959507439998248,0.14129256000257584,7.102221050459822e-06,TAKE_PROFIT,5,-2.553730390815768,0.14562536366714013,0.0050736475403388714
68,NVDA,1,2024-09-30 15:38:00-04:00,119.92458011999999,2024-09-30 15:56:00-04:00,121.340727,166,19903.4996,243.09039999999962,1.162,8.010017919997352,233.91838208000226,0.011752625758336603,FORCED_EOD,18,-2.781219074303882,0.3099691020595039,0.00020496315246954543
70,NVDA,-1,2024-10-01 10:59:00-04:00,118.286338,2024-10-01 11:07:00-04:00,117.533502,169,19994.39,135.19999999999953,1.183,7.970715999999172,126.04628400000037,0.0063040824951399056,TAKE_PROFIT,8,1.7572089438640641,-0.4773776592468779,0.00028458062502528846
71,NVDA,1,2024-10-01 11:19:00-04:00,116.67333,2024-10-01 11:21:00-04:00,116.97640004,171,19947.15,59.81579999999789,1.197,7.990823159998854,50.627976839999036,0.002538105786540886,TAKE_PROFIT,2,-1.4329208138205922,-0.6589468788494867,0.00028566939848212545
72,NVDA,1,2024-10-01 13:12:00-04:00,116.11241784,2024-10-01 13:23:00-04:00,116.17176099999999,172,19967.3424,18.19759999999792,1.204,7.990576480000811,9.003023519997107,0.00045088742105194263,TAKE_PROFIT,11,-2.5215094966082385,0.8168769921491396,0.002776773113486308
74,NVDA,1,2024-10-01 14:52:00-04:00,117.493494,2024-10-01 14:59:00-04:00,117.82643,170,19969.9,64.59999999999923,1.19,8.000879999998602,55.40912000000063,0.002774631820890471,TAKE_PROFIT,7,-2.4109593660401556,0.21674526658836804,0.002157515206756924
76,NVDA,1,2024-10-02 13:52:00-04:00,118.44818489999999,2024-10-02 14:17:00-04:00,118.606274,168,19895.316,34.524000000000115,1.176,7.965031199998066,25.382968800002047,0.0012758263703879873,TAKE_PROFIT,25,-2.2747729929461062,1.2667938110946435,0.0010822023157907735
77,NVDA,-1,2024-10-02 14:22:00-04:00,118.75684388,2024-10-02 15:01:00-04:00,118.72374,168,19955.1408,13.540800000000672,1.176,7.979348160000882,4.38545183999979,0.0002197655172645933,TAKE_PROFIT,39,2.652353508799472,-0.7697950640538764,0.0011212500740971638
79,NVDA,1,2024-10-03 11:42:00-04:00,123.0165984,2024-10-03 11:57:00-04:00,123.17536000000001,162,19924.704,33.69599999999974,1.1340000000000001,7.976620799998869,24.585379200000872,0.00123391440093669,TAKE_PROFIT,15,-1.9131353135111564,-0.6934205421304395,0.0011916960955408926
81,NVDA,1,2024-10-03 15:31:00-04:00,122.309457,2024-10-03 15:44:00-04:00,122.460503,163,19932.454999999998,32.60000000000046,1.141,7.979501999999158,23.479498000001307,0.0011779531422497283,TAKE_PROFIT,13,-0.42023436844698214,0.09675542318413909,0.001057620589387449
87,NVDA,-1,2024-10-08 13:23:00-04:00,132.15356400000002,2024-10-08 13:29:00-04:00,132.091413,151,19959.18,17.365000000001373,1.057,7.9801989999970715,8.327801000004303,0.00041724164018783856,TAKE_PROFIT,6,3.0778873873770523,0.07739095491530565,0.000881065909051027
88,NVDA,1,2024-10-09 10:38:00-04:00,133.306656,2024-10-09 11:03:00-04:00,133.52319002000002,150,19992.0,40.48500000000104,1.05,8.00489699999929,31.43010300000175,0.0015721340036015281,TAKE_PROFIT,25,-2.654287340025573,0.2066460996806845,0.005976115701229598
90,NVDA,-1,2024-10-09 14:27:00-04:00,132.383518,2024-10-09 14:44:00-04:00,132.33636198,151,19993.91,15.115099999999643,1.057,7.994540979997083,6.063559020002559,0.00030327029680550526,TAKE_PROFIT,17,3.1645081142796054,0.37819540425824144,0.0023151069304563152
93,NVDA,1,2024-10-10 14:39:00-04:00,134.04140292,2024-10-10 14:56:00-04:00,134.18305802,149,19968.1754,29.099700000000468,1.043,7.993090099999222,20.063609900001246,0.0010047793300133594,TAKE_PROFIT,17,-2.88045334824752,0.09159251252371925,0.003889864688384192
94,NVDA,1,2024-10-14 11:15:00-04:00,138.4016748,2024-10-14 11:22:00-04:00,138.57497946,144,19925.856,32.9328000000005,1.008,7.976928959998531,23.947871040001967,0.0012018490467863446,TAKE_PROFIT,7,-2.2411242315744615,0.09203297147326897,0.002078549991650756
98,NVDA,-1,2024-10-15 12:39:00-04:00,131.4517044,2024-10-15 12:57:00-04:00,131.116218,152,19984.656000000003,58.976000000000795,1.064,7.982067199999619,49.929932800001176,0.0024984134227780137,TAKE_PROFIT,18,2.38607469518884,-0.0132816598890237,0.0018888731883188682
105,NVDA,1,2024-10-17 14:25:00-04:00,138.47769,2024-10-17 14:44:00-04:00,138.58227800000003,144,19936.8,23.0400000000036,1.008,7.979327999998532,14.05267200000507,0.0007048609606358629,TAKE_PROFIT,19,-2.228590283817552,0.14120491167704546,0.002655229156407663
107,NVDA,1,2024-10-18 12:19:00-04:00,137.47749,2024-10-18 12:43:00-04:00,137.80173413999998,145,19930.25,54.99850000000009,1.0150000000000001,7.983099700001475,46.00040029999862,0.0023080694070570424,TAKE_PROFIT,24,-2.9397915946019166,0.4894527556885443,0.001218308539092375
109,NVDA,1,2024-10-18 14:55:00-04:00,138.012597,2024-10-18 15:06:00-04:00,138.02239,144,19869.840000000004,9.359999999999673,1.008,7.949807999999393,0.4021920000002801,2.02413305794249e-05,TAKE_PROFIT,11,-2.1626990425274455,0.6432703579846858,0.001033217279434246
112,NVDA,-1,2024-10-21 14:51:00-04:00,142.11817068000002,2024-10-21 15:01:00-04:00,141.968388,140,19900.524,28.92400000000123,0.98,7.95442479999906,19.989575200002168,0.0010044748168441277,TAKE_PROFIT,10,1.6988189093371069,0.4166986865468342,0.00043505569839626405
114,NVDA,1,2024-10-22 12:35:00-04:00,142.748544,2024-10-22 13:16:00-04:00,142.86542120000001,140,19980.8,24.360000000000923,0.98,7.997192000000268,15.382808000000654,0.0007698794843049655,TAKE_PROFIT,41,-2.4058464811631377,0.08959229340644999,0.0055240073061620975
120,NVDA,-1,2024-10-23 15:53:00-04:00,139.762042,2024-10-23 15:56:00-04:00,139.5279,143,19989.969999999998,41.46999999999886,1.0010000000000001,7.987693999996026,32.48130600000284,0.0016248801774091128,FORCED_EOD,3,2.7686587266513003,0.22418206460779558,0.00048624074911558893
130,NVDA,-1,2024-10-30 11:31:00-04:00,139.962002,2024-10-30 11:52:00-04:00,139.907976,142,19878.58,15.620000000001937,0.994,7.94830799999886,6.677692000003077,0.00033592399457119554,TAKE_PROFIT,21,2.020161765385117,0.3369320505992861,0.0010574155691199757
132,NVDA,1,2024-10-30 15:03:00-04:00,139.557906,2024-10-30 15:16:00-04:00,139.792036,143,19952.79,41.46999999999886,1.0010000000000001,7.989409999999822,32.47958999999904,0.001627821973769034,TAKE_PROFIT,13,-2.311998282391762,0.693732893996501,0.0016330568903777489
134,NVDA,1,2024-10-31 09:52:00-04:00,134.13682200000002,2024-10-31 10:09:00-04:00,134.168161,149,19982.390000000003,12.664999999996951,1.043,7.995489000000788,3.6265109999961638,0.00018148534784858886,TAKE_PROFIT,17,-2.04261714796919,0.14720666572093347,0.0131710441149412
135,NVDA,-1,2024-10-31 13:12:00-04:00,133.63316802,2024-10-31 13:31:00-04:00,133.26774822,149,19915.3251,62.40120000000067,1.043,7.953649799998857,53.404550200001815,0.0026815806386209493,TAKE_PROFIT,19,2.5123963466772694,0.33800421314478607,0.0007994420964712957
136,NVDA,1,2024-10-31 14:05:00-04:00,132.786552,2024-10-31 14:07:00-04:00,132.86122244,150,19914.0,19.170000000001153,1.05,7.969434000000319,10.150566000000833,0.0005097200964146245,TAKE_PROFIT,2,-1.3834211265201624,-0.1078268630995444,0.0002376144234847284
137,NVDA,1,2024-10-31 14:22:00-04:00,132.636522,2024-10-31 15:00:00-04:00,132.703454,150,19891.500000000004,17.99999999999642,1.05,7.960199999999418,8.989799999997,0.0004519417841790211,TAKE_PROFIT,38,-1.882428974375118,0.8434680405890734,0.003965137143749958
140,NVDA,-1,2024-11-01 15:45:00-04:00,135.77284,2024-11-01 15:50:00-04:00,135.53210099999998,147,19962.600000000002,43.36500000000234,1.029,7.976366999999527,34.359633000002816,0.0017212002945509509,TAKE_PROFIT,5,1.9782986181378186,-0.8741063474284265,0.0008555466616151493
141,NVDA,1,2024-11-04 12:20:00-05:00,137.187432,2024-11-04 12:44:00-05:00,137.79743499999998,145,19888.2,96.42499999999885,1.0150000000000001,7.974565000002087,87.43543499999676,0.004396347331583389,TAKE_PROFIT,24,-2.8388065762703096,-0.11297460914809337,0.0004915319065087289
142,NVDA,1,2024-11-04 13:14:00-05:00,137.86636776,2024-11-04 13:28:00-05:00,137.95740300000003,145,19986.626,21.19900000000314,1.0150000000000001,7.998890199999522,12.185109800003616,0.0006096631717631388,TAKE_PROFIT,14,-2.71003143958842,-0.49181340032791815,0.001641936055021636
146,NVDA,1,2024-11-06 14:07:00-05:00,145.489092,2024-11-06 14:25:00-05:00,145.915811,137,19928.02,66.44499999999798,0.9590000000000001,7.984496999999152,57.50150299999882,0.002885459920252931,TAKE_PROFIT,18,-2.990234071641259,0.22740991619010198,0.0003374273584716694
154,NVDA,1,2024-11-11 11:29:00-05:00,145.52899997999998,2024-11-11 11:48:00-05:00,145.54078601999998,137,19933.4863,9.589999999999065,0.9590000000000001,7.975312519998511,0.6556874800005552,3.289376831189611e-05,TAKE_PROFIT,19,-2.0668955083123,0.3697910062847895,0.0029478659240353713
155,NVDA,1,2024-11-11 13:25:00-05:00,144.51519726,2024-11-11 14:12:00-05:00,144.71105200000002,138,19939.1094,35.01060000000126,0.966,7.982645879999097,26.061954120002163,0.001307077141569932,TAKE_PROFIT,47,-2.5977409574168933,-0.3593231212143922,0.00024355403907240324
157,NVDA,1,2024-11-13 10:42:00-05:00,146.95858584,2024-11-13 11:00:00-05:00,147.160562,136,19982.3712,35.46879999999851,0.9520000000000001,8.000042240000312,26.5167577599982,0.001327007565548487,TAKE_PROFIT,18,-2.1446971801341213,0.152819024452393,0.0014193511648724504
164,NVDA,1,2024-11-14 15:14:00-05:00,145.969188,2024-11-14 15:32:00-05:00,146.095775,137,19993.78,25.34500000000031,0.9590000000000001,8.00258100000022,16.383419000000092,0.0008194257914211367,TAKE_PROFIT,18,-2.8331448664058856,1.2716851469277082,0.0008165284854500135
165,NVDA,1,2024-11-15 10:24:00-05:00,142.44848399999998,2024-11-15 10:27:00-05:00,142.881418,140,19938.8,68.60000000000127,0.98,7.989239999998858,59.63076000000241,0.002990689509900416,TAKE_PROFIT,3,-1.3331683776874828,-0.3541813290699494,0.001252972267503872
166,NVDA,1,2024-11-15 14:14:00-05:00,140.223039,2024-11-15 14:35:00-05:00,140.36692100000002,142,19907.69,28.40000000000242,0.994,7.968755999999701,19.43724400000272,0.0009763686294091741,TAKE_PROFIT,21,-3.2029963948376774,0.3743181291084291,0.0008774520997223978
167,NVDA,1,2024-11-18 10:48:00-05:00,139.837962,2024-11-18 10:55:00-05:00,140.166961,143,19992.83,55.0549999999987,1.0010000000000001,8.008143000001297,46.045856999997405,0.002303118517988569,TAKE_PROFIT,7,-2.538242801236287,0.24062896614465795,0.0006290280460466417
168,NVDA,1,2024-11-18 12:48:00-05:00,139.00769598,2024-11-18 13:02:00-05:00,139.4641016,143,19874.125699999997,73.23030000000054,1.0010000000000001,7.9642963400008,64.26500365999973,0.0032336015495765804,TAKE_PROFIT,14,-2.3360188088166445,-0.4120429158206393,0.0009186252538015673
171,NVDA,1,2024-11-19 12:00:00-05:00,143.438682,2024-11-19 12:16:00-05:00,143.69355554,139,19933.989999999998,43.40969999999908,0.973,7.982277939998312,34.454422060000766,0.0017284257722613872,TAKE_PROFIT,16,-2.702221087360642,0.03906262525095793,0.0017337164322243444
173,NVDA,1,2024-11-20 13:20:00-05:00,144.54410303999998,2024-11-20 13:26:00-05:00,144.911012,138,19943.097599999997,58.62240000000065,0.966,7.988963519998208,49.66743648000244,0.002490457474369601,TAKE_PROFIT,6,-2.377003356842167,0.9136404385140742,0.0011353146655493358
177,NVDA,1,2024-11-22 14:16:00-05:00,141.39217278,2024-11-22 14:34:00-05:00,141.64986436,141,19932.3099,44.31630000000041,0.987,7.981787220000484,35.347512779999924,0.0017733776445047107,TAKE_PROFIT,18,-2.1490541229681046,0.4994150969768521,0.002066399958748944
178,NVDA,1,2024-11-22 15:27:00-05:00,141.82836,2024-11-22 15:28:00-05:00,141.936607,141,19993.800000000003,23.264999999998878,0.987,8.002172999998066,14.275827000000813,0.0007140126939351605,TAKE_PROFIT,1,-2.2039037056713253,-0.1852615118773688,0.0005172449290114339
179,NVDA,-1,2024-11-25 12:29:00-05:00,137.042586,2024-11-25 12:39:00-05:00,136.88237099999998,145,19875.149999999998,31.175000000000495,1.0150000000000001,7.943824999997275,22.21617500000322,0.0011177865324288481,TAKE_PROFIT,10,2.6464175823512086,0.40712307677332765,0.0012216202633538158
184,NVDA,1,2024-11-26 14:28:00-05:00,135.82716000000002,2024-11-26 14:39:00-05:00,136.17285998,147,19962.600000000002,58.814699999997146,1.029,7.996802940000407,49.78889705999674,0.002494108836524137,TAKE_PROFIT,11,-2.4337419321596054,0.6337196041532397,0.000420828941722777
185,NVDA,1,2024-11-27 11:24:00-05:00,132.116418,2024-11-27 11:33:00-05:00,132.6514644,151,19945.59,88.78799999999907,1.057,7.995993599999252,79.73500639999982,0.003997625861155264,TAKE_PROFIT,9,-2.8486109673372066,-0.04736189673693314,0.0008811773870527591
186,NVDA,-1,2024-11-27 15:05:00-05:00,134.888017,2024-11-27 15:24:00-05:00,134.57190899999998,148,19967.42,54.76000000000067,1.036,7.9760159999985945,45.74798400000208,0.0022911314531372648,TAKE_PROFIT,19,2.887791494571266,-0.878875464487579,0.0020904970379985407
188,NVDA,1,2024-11-29 10:50:00-05:00,138.34766399999998,2024-11-29 11:41:00-05:00,138.42230999999998,144,19918.079999999998,18.719999999999345,1.008,7.970975999999155,9.741024000000191,0.0004890543666859553,TAKE_PROFIT,51,-2.2577607846989687,0.7287614727558833,0.0015733117112840085
190,NVDA,1,2024-12-02 13:32:00-05:00,138.107616,2024-12-02 13:41:00-05:00,138.557283,144,19883.52,72.71999999999935,1.008,7.967951999998604,63.744048000000745,0.003205873406720779,TAKE_PROFIT,9,-2.9222880753185283,0.48811922954947873,0.0010681235711142531
191,NVDA,1,2024-12-02 15:52:00-05:00,137.922579,2024-12-02 15:56:00-05:00,138.37581930000002,145,19994.775,73.7324999999997,1.0150000000000001,8.012656499999053,64.70484350000065,0.0032360876028862864,FORCED_EOD,4,-3.5779690292126203,0.030800379279704318,0.0002362122303413916
193,NVDA,1,2024-12-03 12:16:00-05:00,138.70743593999998,2024-12-03 12:17:00-05:00,138.717251,144,19969.8768,9.403200000001107,1.008,7.989831359997879,0.40536864000322836,2.0299005550361152e-05,TAKE_PROFIT,1,-1.0912277674782682,0.48114921381003706,0.00026051912613834946
195,NVDA,-1,2024-12-03 15:29:00-05:00,140.21205198,2024-12-03 15:36:00-05:00,139.98519144,142,19914.094200000003,40.171800000001724,0.994,7.957603319999123,31.2201966800026,0.0015677437480436643,TAKE_PROFIT,7,2.5715609698363684,0.029456765825933102,0.0004132884383452539
198,NVDA,1,2024-12-05 10:22:00-05:00,144.51679758,2024-12-05 10:33:00-05:00,144.691056,138,19939.3302,32.029800000000364,0.966,7.982138040000223,23.08166196000014,0.0011575946497942111,TAKE_PROFIT,11,-2.670263987653036,0.2109810530768089,0.003922018682196802
199,NVDA,1,2024-12-05 15:45:00-05:00,145.003995,2024-12-05 15:53:00-05:00,145.130968,137,19861.575,25.34500000000031,0.9590000000000001,7.949699000001345,16.436300999998966,0.0008275426797723224,TAKE_PROFIT,8,-2.704648439538953,0.751942623196021,0.0002344418165858426
204,NVDA,-1,2024-12-09 15:24:00-05:00,138.4723,2024-12-09 15:35:00-05:00,138.367668,144,19944.0,23.03999999999951,1.008,7.97299200000225,14.05900799999726,0.0007049241877254943,TAKE_PROFIT,11,2.476488140060406,-0.08604589691413078,0.0012110725394176049
205,NVDA,-1,2024-12-09 15:54:00-05:00,139.08217800000003,2024-12-09 15:56:00-05:00,138.717738,143,19892.730000000003,60.060000000002276,1.0010000000000001,7.945079999997944,51.113920000004335,0.0025694773919921663,FORCED_EOD,2,2.7542924502093094,-0.2687947553046834,0.0007033395752544183
206,NVDA,1,2024-12-10 11:36:00-05:00,136.647324,2024-12-10 11:53:00-05:00,136.782638,146,19946.52,27.739999999999668,1.022,7.984156000000553,18.733843999999117,0.0009392036305079341,TAKE_PROFIT,17,-2.277488893167614,-0.03336307332066273,0.003419927930677887
207,NVDA,1,2024-12-10 14:37:00-05:00,135.42708,2024-12-10 14:45:00-05:00,135.60377382,147,19903.8,33.94229999999871,1.029,7.96830845999915,24.944991539999563,0.0012532778434268615,TAKE_PROFIT,8,-2.4594255039040047,0.3795170279781724,0.0020459718986777517
208,NVDA,1,2024-12-11 11:00:00-05:00,135.937182,2024-12-11 11:06:00-05:00,136.59257602,147,19978.77,104.35530000000068,1.029,8.01237906000236,95.31392093999833,0.004770760208961729,TAKE_PROFIT,6,-1.9748608704116943,1.1116832252389837,0.0004934779360072301
210,NVDA,-1,2024-12-11 13:03:00-05:00,139.002194,2024-12-11 13:10:00-05:00,138.74774399999998,143,19881.29,44.330000000000325,1.0010000000000001,7.94364999999749,35.38535000000284,0.0017798316910020847,TAKE_PROFIT,7,2.0786770490740984,-0.27311969400565833,0.0009194531130925353
211,NVDA,-1,2024-12-11 13:38:00-05:00,139.57287983999998,2024-12-11 14:07:00-05:00,139.467888,143,19962.914399999998,22.994399999999246,1.0010000000000001,7.980566879999714,14.01283311999953,0.0007019432553394875,TAKE_PROFIT,29,2.431274765778602,0.49191603917227644,0.002558664408224639
212,NVDA,-1,2024-12-11 14:41:00-05:00,139.81703100000001,2024-12-11 15:00:00-05:00,139.807956,143,19997.835,9.294999999999675,1.0010000000000001,7.997274999996222,0.2967250000034536,1.4837856198106124e-05,TAKE_PROFIT,19,1.8738637706362558,-0.6195223255629582,0.002238418293977228
213,NVDA,1,2024-12-11 15:53:00-05:00,139.07781,2024-12-11 15:56:00-05:00,139.31213200000002,143,19884.15,41.46999999999886,1.0010000000000001,7.961953999995984,32.50704600000288,0.0016348220064726366,FORCED_EOD,3,-2.7980034807974987,-0.6872208546980811,0.000990884167646886
219,NVDA,-1,2024-12-16 14:34:00-05:00,132.20635344,2024-12-16 14:51:00-05:00,132.11141700000002,151,19967.1528,22.317799999998414,1.057,7.982397560003022,13.278402439995393,0.0006650123116198817,TAKE_PROFIT,17,2.616918130972793,-0.4367326527267081,0.004339024147280153
222,NVDA,1,2024-12-17 15:24:00-05:00,129.27585,2024-12-17 15:40:00-05:00,129.584078,154,19904.5,55.4400000000021,1.078,7.972887999999955,46.38911200000214,0.002330584139265098,TAKE_PROFIT,16,-2.870758802633975,-0.1619722996678947,0.0035261806439485653
223,NVDA,-1,2024-12-18 11:05:00-05:00,136.612672,2024-12-18 11:17:00-05:00,135.67713,146,19949.44,144.53999999999718,1.022,7.950867999997456,135.56713199999973,0.006795535714285701,TAKE_PROFIT,12,2.3759376741354874,-1.2888522711333321,0.00030983948546147827
224,NVDA,-1,2024-12-18 12:20:00-05:00,135.58287800000002,2024-12-18 12:36:00-05:00,135.41207699999998,147,19934.670000000002,33.07500000000334,1.029,7.96725299999747,24.078747000005876,0.0012078828994914826,TAKE_PROFIT,16,2.375379513113349,-0.9107087095213526,0.0020439306502993055
225,NVDA,-1,2024-12-18 14:53:00-05:00,133.803234,2024-12-18 14:55:00-05:00,133.146624,149,19940.670000000002,105.79000000000119,1.043,7.955110000001099,96.79189000000008,0.004853993872823735,TAKE_PROFIT,2,2.239038375363481,-0.018011335472700563,0.0002747766171331859
