stop_usd,target_usd,sessions,raw_bars,trades,active_days,gross_pnl,costs,commissions,slippage,net_pnl,positive_mass,loss_mass,win_rate_pct,profit_factor,net_sharpe,mtm_dd_usd,pnl_over_dd,cvar5_loss_usd,worst_loss_usd,clipped_current_winner_net_usd,avoided_current_loser_net_usd,stops,targets,forced_eod,total_pnl,mean_block_pnl,median_block_pnl,se_mean_block_pnl,positive_blocks,agg_trades,agg_active_days,agg_costs,agg_clipped,viable,pareto,cluster_mean_block_pnl,cluster_pnl_over_dd,cluster_cvar5_loss_usd,cluster_worst_loss_usd,cluster_agg_clipped,viable_neighbor_count,neighbor_ids,viable_neighbor_ids,stable_pareto,one_se,is_current,selected_candidate,candidate_fold_anchored_count,candidate_fold_rolling_count
0.2500000000,0.2500000000,188.0000000000,72960.0000000000,1309.0000000000,188.0000000000,-1632.6659000000,11394.4150450588,972.2230000000,10422.1920450588,-13027.0809450588,11029.1823732006,-24056.2633182594,47.3644003056,0.4584744616,-12.6690088452,13085.7030850592,-0.9955201383,37.6182066667,39.0701740000,20278.5139916401,15982.1989144000,680.0000000000,616.0000000000,13.0000000000,-13027.0809450589,-1447.4534383399,-1323.5319793199,148.3187339247,0,1309.0000000000,188.0000000000,11394.4150450588,20278.5139916401,False,False,,,,,,0,,,False,False,False,False,0,0
0.2500000000,0.5000000000,188.0000000000,72960.0000000000,1172.0000000000,188.0000000000,-637.1355000000,10201.2058981790,869.9040000000,9331.3018981790,-10838.3413981790,16670.1641120403,-27508.5055102193,32.8498293515,0.6060003553,-8.5959027791,10981.6965881791,-0.9869459888,37.6904556156,38.8082880000,18561.3495551201,15418.7357144000,777.0000000000,370.0000000000,25.0000000000,-10838.3413981790,-1204.2601553532,-1194.3160587199,156.4594174774,0,1172.0000000000,188.0000000000,10201.2058981790,18561.3495551201,False,False,,,,,,0,,,False,False,False,False,0,0
0.2500000000,0.7500000000,188.0000000000,72960.0000000000,1105.0000000000,188.0000000000,751.9577000000,9618.4228714190,820.2390000000,8798.1838714190,-8866.4651714191,19624.1699521202,-28490.6351235393,26.1538461538,0.6887936989,-6.0019537168,9143.7199415790,-0.9696781209,37.7287724521,38.8233600000,17402.0221444001,14800.7116144000,805.0000000000,267.0000000000,33.0000000000,-8866.4651714190,-985.1627968243,-900.6892648599,164.6816527875,0,1105.0000000000,188.0000000000,9618.4228714190,17402.0221444001,False,False,,,,,,0,,,False,False,False,False,0,0
0.2500000000,1.0000000000,188.0000000000,72960.0000000000,1063.0000000000,188.0000000000,658.4934000000,9252.6651483991,788.7600000000,8463.9051483991,-8594.1717483991,20532.0848037802,-29126.2565521793,21.6368767639,0.7049338718,-5.4804333889,9037.9261995591,-0.9509008548,37.7793328400,38.8233600000,16401.4668604001,13885.3097264000,822.0000000000,200.0000000000,41.0000000000,-8594.1717483991,-954.9079720443,-778.9012125399,199.6907882384,0,1063.0000000000,188.0000000000,9252.6651483991,16401.4668604001,False,False,,,,,,0,,,False,False,False,False,0,0
0.2500000000,1.2500000000,188.0000000000,72960.0000000000,1003.0000000000,188.0000000000,2340.6595000000,8730.5867702591,744.1000000000,7986.4867702591,-6389.9272702591,21564.4723097602,-27954.3995800193,20.1395812562,0.7714160430,-3.6651717341,6808.6581937190,-0.9385002285,37.7885692463,38.8233600000,15266.4116400001,13721.7573884000,789.0000000000,159.0000000000,55.0000000000,-6389.9272702591,-709.9919189177,-492.0117010199,204.7818843619,2,1003.0000000000,188.0000000000,8730.5867702591,15266.4116400001,False,False,,,,,,0,,,False,False,False,False,0,0
0.2500000000,1.5000000000,188.0000000000,72960.0000000000,967.0000000000,188.0000000000,1528.5145000000,8417.2278836191,717.5350000000,7699.6928836191,-6888.7133836192,20870.3182619601,-27759.0316455793,17.7869700103,0.7518388440,-3.7598347389,7163.4302887191,-0.9616500902,37.9041468073,38.8233600000,17087.6068962001,13828.8970664000,784.0000000000,120.0000000000,63.0000000000,-6888.7133836192,-765.4125981799,-727.4706924399,195.3787538767,1,967.0000000000,188.0000000000,8417.2278836191,17087.6068962001,False,False,,,,,,0,,,False,False,False,False,0,0
0.2500000000,1.7500000000,188.0000000000,72960.0000000000,931.0000000000,188.0000000000,-142.6063000000,8103.3156195392,690.5780000000,7412.7376195392,-8245.9219195392,19032.7984000801,-27278.7203196193,16.1117078410,0.6977159550,-4.6668030248,8442.6995346391,-0.9766925716,37.9470509013,38.8233600000,18124.2231070002,13970.2776383600,770.0000000000,88.0000000000,73.0000000000,-8245.9219195392,-916.2135466155,-872.8535127599,234.8596508306,1,931.0000000000,188.0000000000,8103.3156195392,18124.2231070001,False,False,,,,,,0,,,False,False,False,False,0,0
0.2500000000,2.0000000000,188.0000000000,72960.0000000000,907.0000000000,188.0000000000,-184.3209000000,7894.7845570192,673.1760000000,7221.6085570192,-8079.1054570192,18816.0441327601,-26895.1495897793,15.1047409041,0.6996073426,-4.3346763581,8361.6159221191,-0.9662134128,37.9616709774,38.8233600000,18653.5261729001,14143.0037364000,759.0000000000,71.0000000000,77.0000000000,-8079.1054570192,-897.6783841132,-820.2900473799,280.7836469340,2,907.0000000000,188.0000000000,7894.7845570192,18653.5261729001,False,False,,,,,,0,,,False,False,False,False,0,0
0.2500000000,2.2500000000,188.0000000000,72960.0000000000,887.0000000000,188.0000000000,-1012.6018000000,7720.6296733192,658.0210000000,7062.6086733192,-8733.2314733192,17826.0445909801,-26559.2760642993,14.2051860203,0.6711796115,-4.4780987361,9147.4131611792,-0.9547214409,37.8767251858,38.8233600000,18888.3760209002,14184.0182763600,750.0000000000,53.0000000000,84.0000000000,-8733.2314733192,-970.3590525910,-1092.6335469599,320.5066896875,2,887.0000000000,188.0000000000,7720.6296733192,18888.3760209001,False,False,,,,,,0,,,False,False,False,False,0,0
0.2500000000,2.5000000000,188.0000000000,72960.0000000000,862.0000000000,188.0000000000,-370.9707000000,7502.9677625392,639.3870000000,6863.5807625392,-7873.9384625393,17941.2343552001,-25815.1728177394,14.1531322506,0.6949879624,-3.8595344888,8644.6846326595,-0.9108416093,37.8264417073,38.8233600000,19107.8602489002,14356.9778964000,729.0000000000,44.0000000000,89.0000000000,-7873.9384625392,-874.8820513932,-885.8341329599,325.4969193990,2,862.0000000000,188.0000000000,7502.9677625392,19107.8602489001,False,False,,,,,,0,,,False,False,False,False,0,0
