stop_usd,target_usd,sessions,raw_bars,trades,generated_flat_signals,ignored_signals_while_open,gross_pnl,costs,commissions,slippage,net_pnl,net_return_pct,win_rate_pct,profit_factor,net_sharpe,net_sortino,max_drawdown_usd_daily,max_drawdown_pct_daily,avg_net_trade,avg_duration_bars,stops,targets,forced_eod,avg_gross_risk_usd,avg_gross_reward_usd
0.75,0.75,125,48390,449,449,1155,1889.1445999999933,3914.9695538795872,339.6540000000007,3575.315553879592,-2025.824953879594,-2.025824953879594,51.00222717149221,0.886901788876321,-1.4058312361386687,-1.7020486166224922,3295.9473116996523,3.273862785550662,-4.5118595854779375,33.44097995545657,190,214,45,81.05011135857461,81.05011135857461
2.0,0.5,125,48390,384,384,1220,1252.329599999996,3347.9090784396826,290.47200000000026,3057.437078439679,-2095.5794784396867,-2.095579478439687,73.95833333333334,0.858238021839529,-1.4152292533189308,-1.6346013965722668,3932.444928019744,3.907759222018713,-5.45723822510335,43.877604166666664,50,276,58,216.125,54.03125
2.5,2.5,125,48390,180,180,1424,-1275.497599999997,1570.0562373998523,136.50000000000009,1433.5562373998528,-2845.5538373998493,-2.8455538373998492,49.44444444444444,0.8133128150748701,-1.4231112638887307,-1.6963295371302456,5631.36926357988,5.582549708024138,-15.808632429999163,167.34444444444443,40,30,110,270.8333333333333,270.8333333333333
1.0,1.75,125,48390,313,313,1291,330.4732999999875,2729.068696619735,236.5650000000001,2492.503696619736,-2398.5953966197476,-2.3985953966197475,40.57507987220447,0.8742798856424592,-1.429698364799533,-1.8275199484243703,3231.01465551983,3.2118538700061148,-7.663244078657341,73.81150159744409,157,75,81,107.97124600638978,188.9496805111821
2.75,2.0,125,48390,181,181,1423,-1321.455099999992,1578.9227662198255,137.2140000000001,1441.708766219826,-2900.3778662198174,-2.9003778662198174,50.27624309392266,0.8109124901312534,-1.448558597522959,-1.7436911878743466,5250.083201879883,5.193935483450923,-16.024187106186837,160.04972375690608,35,45,101,297.8204419889503,216.59668508287294
2.0,2.25,125,48390,206,206,1398,-1103.8846000000126,1796.5385971998244,155.9880000000001,1640.5505971998248,-2900.423197199837,-2.900423197199837,48.05825242718447,0.8278195077839039,-1.4715287446877128,-1.79348347097294,4813.368790559893,4.774434133266529,-14.079724258251636,138.51456310679612,60,39,107,216.3495145631068,243.39320388349515
1.25,1.25,125,48390,314,314,1290,89.99389999998857,2738.402688059721,237.53800000000012,2500.864688059719,-2648.4087880597326,-2.648408788059733,48.089171974522294,0.8588903533848125,-1.5126223270836259,-1.86544945869085,3504.8967025197635,3.494869176854068,-8.434422891909977,71.15286624203821,120,114,80,135.0875796178344,135.0875796178344
3.0,2.25,125,48390,173,173,1431,-1593.2888999999968,1508.9880943398475,131.17300000000006,1377.8150943398482,-3102.2769943398444,-3.1022769943398445,50.28901734104046,0.7908219712154085,-1.515152228331662,-1.824046093423501,5487.247596299887,5.4433891401172465,-17.93223696150199,172.121387283237,31,34,108,324.95375722543355,243.71531791907515
1.5,1.0,125,48390,313,313,1291,233.76759999998967,2729.113058799708,236.4250000000001,2492.688058799707,-2495.3454587997185,-2.4953454587997186,55.27156549520767,0.8607315589640548,-1.5223952867158612,-1.843768888293226,3090.5316542397486,3.085995362352138,-7.972349708625298,70.42811501597444,93,146,74,161.86102236421726,107.90734824281151
2.0,2.0,125,48390,209,209,1395,-1142.7326000000087,1822.5679421998118,158.2490000000001,1664.3189421998113,-2965.3005421998205,-2.96530054219982,48.803827751196174,0.8241275330284995,-1.5375499315730943,-1.8435328066128889,5269.995963179899,5.213131797040798,-14.188040871769475,135.55502392344496,60,49,100,216.33492822966508,216.33492822966508
