stop_usd,target_usd,sessions,raw_bars,trades,generated_flat_signals,ignored_signals_while_open,gross_pnl,costs,commissions,slippage,net_pnl,net_return_pct,win_rate_pct,profit_factor,net_sharpe,net_sortino,max_drawdown_usd_daily,max_drawdown_pct_daily,avg_net_trade,avg_duration_bars,stops,targets,forced_eod,avg_gross_risk_usd,avg_gross_reward_usd
1.75,2.0,125,48390,217,217,1387,-1331.1931000000081,1891.9692132597916,164.15000000000012,1727.8192132597915,-3223.1623132597997,-3.2231623132597997,47.004608294930875,0.81058383786822,-1.7493781188775859,-2.1332604688658963,4999.241752559872,4.943881099368516,-14.85328254958433,125.5668202764977,73,48,96,189.11290322580646,216.1290322580645
1.25,0.75,125,48390,372,372,1232,497.51719999999705,3243.9368740796667,281.4770000000002,2962.459874079668,-2746.4196740796697,-2.74641967407967,58.87096774193549,0.8458013230456424,-1.7548105663727525,-2.1126485559152615,3432.9685209997406,3.4246207490001206,-7.382848586235671,49.67741935483871,114,199,59,135.11760752688173,81.07056451612904
1.0,2.0,125,48390,292,292,1312,-454.13760000000605,2546.261067199763,220.9690000000001,2325.292067199763,-3000.398667199769,-3.000398667199769,38.013698630136986,0.8382084367661338,-1.7760583734676283,-2.222347659482997,3835.4266994797945,3.809774680473372,-10.275337901369072,81.16780821917808,152,57,83,108.10616438356165,216.2123287671233
1.5,1.75,125,48390,258,258,1346,-1099.6173000000126,2249.2239164197663,194.93600000000012,2054.287916419766,-3348.841216419779,-3.348841216419779,45.73643410852713,0.8231315837742221,-1.8183302089343765,-2.214012653846901,3999.0790958998114,3.9764254363141585,-12.980004714805345,99.92635658914729,99,72,87,161.90697674418604,188.89147286821705
0.75,1.0,125,48390,414,414,1190,858.6751999999859,3609.3186069996073,312.86500000000046,3296.4536069996093,-2750.643406999621,-2.7506434069996213,43.23671497584541,0.8544170782294022,-1.8322435178717584,-2.262245495200494,3454.299100699689,3.4476241661668063,-6.644066200482177,42.806763285024154,200,154,60,80.96920289855072,107.95893719806763
1.5,0.5,125,48390,419,419,1185,1020.0799999999949,3653.3953154796523,316.9110000000004,3336.484315479652,-2633.3153154796573,-2.633315315479657,70.64439140811456,0.8331980353995019,-1.8371392663906592,-2.1196573204961924,3939.1645050597144,3.932130341956993,-6.284762089450256,36.64200477326969,83,287,49,162.07517899761336,54.02505966587112
2.75,2.75,125,48390,167,167,1437,-2433.3986999999915,1456.7519006198409,126.56000000000006,1330.1919006198418,-3890.1506006198324,-3.8901506006198323,49.101796407185624,0.7432123515434731,-1.8650423309260247,-2.245371313875519,6551.469723119881,6.475705367986648,-23.294314973771453,181.2574850299401,37,22,108,297.7245508982036,297.7245508982036
1.0,2.25,125,48390,288,288,1316,-689.9389000000069,2511.7695774197696,218.05700000000013,2293.71257741977,-3201.7084774197765,-3.201708477419776,36.80555555555556,0.8284706061247024,-1.8729907022967558,-2.3475506631744056,3703.836114099846,3.6889149319225143,-11.117043324374224,83.43402777777777,153,45,90,108.16319444444444,243.3671875
1.0,1.5,125,48390,324,324,1280,-216.41320000001127,2825.0918341597276,244.87400000000017,2580.2178341597287,-3041.505034159739,-3.041505034159739,41.66666666666667,0.8420751245422599,-1.890726388371291,-2.3820032090355308,3620.961009839768,3.6001000151713995,-9.387361216542404,68.89814814814815,157,89,78,107.96913580246914,161.9537037037037
0.75,1.5,125,48390,365,365,1239,164.45209999998127,3182.2590083796495,275.9120000000003,2906.3470083796506,-3017.806908379668,-3.017806908379668,36.16438356164384,0.8421133187915315,-1.893835014745285,-2.371070482884236,4152.593127259708,4.130718676621597,-8.267964132547036,56.0986301369863,205,89,71,80.99178082191781,161.98356164383563
1.0,1.0,125,48390,369,369,1235,195.98209999998915,3217.5180086196965,278.7890000000003,2938.7290086196963,-3021.5359086197072,-3.021535908619707,48.23848238482385,0.8403915084685389,-1.9388998807212805,-2.383556646553227,3137.3674641197285,3.1337376071041305,-8.188444196801374,52.32249322493225,152,151,66,107.93224932249322,107.93224932249322
1.25,2.0,125,48390,261,261,1343,-1222.3708000000042,2276.4557695597723,197.79900000000006,2078.656769559774,-3498.8265695597765,-3.4988265695597764,40.99616858237548,0.8105566367894301,-1.9465230766558363,-2.394958639892486,3982.078831839797,3.963311490703931,-13.405465783753932,96.52873563218391,120,55,86,135.33045977011494,216.5287356321839
1.25,1.0,125,48390,335,335,1269,-282.3466000000067,2921.125587319698,253.20400000000015,2667.921587319698,-3203.4721873197045,-3.2034721873197043,51.94029850746269,0.8277039828499341,-1.9699650677274634,-2.350065416790709,3679.8369483797287,3.6798369483797284,-9.562603544237923,62.767164179104476,119,143,73,134.97014925373134,107.97611940298508
1.75,2.75,125,48390,198,198,1406,-1995.8720000000078,1726.3757660798162,149.85600000000014,1576.519766079817,-3722.247766079824,-3.722247766079824,44.44444444444444,0.7718750311330418,-1.9726948706761636,-2.4453714723265763,5581.304442739871,5.514646969472153,-18.799231141817295,145.36868686868686,70,25,103,189.21212121212122,297.3333333333333
1.25,0.5,125,48390,439,439,1165,1116.8369999999957,3827.820009719634,331.99600000000055,3495.8240097196326,-2710.9830097196386,-2.7109830097196386,67.65375854214123,0.8299971607083453,-1.9771186036864141,-2.3017901550511253,3939.151478939719,3.932799515129419,-6.175359931024234,32.7995444191344,100,289,50,135.04555808656036,54.018223234624145
1.0,1.25,125,48390,344,344,1260,-216.78910000000803,2999.7861086197126,260.1480000000003,2739.6381086197116,-3216.575208619721,-3.216575208619721,43.895348837209305,0.8343045426394041,-1.9830514500451222,-2.4699420475190434,3843.410632319763,3.8243484907501353,-9.350509327382909,60.40406976744186,158,116,70,108.03488372093024,135.04360465116278
2.75,2.25,125,48390,178,178,1426,-2570.767099999997,1552.893445499834,134.98100000000008,1417.9124454998341,-4123.660545499831,-4.12366054549983,48.87640449438202,0.7407590385476842,-2.0064223201602007,-2.3889065884655,6124.722605459872,6.075768940929858,-23.166632278088937,164.72471910112358,38,34,106,297.9115168539326,243.74578651685394
2.75,3.0,125,48390,161,161,1443,-2908.637599999988,1404.279529199851,121.97500000000007,1282.3045291998515,-4312.917129199839,-4.312917129199839,48.4472049689441,0.7108851657900236,-2.1050940202568813,-2.497450307701217,6535.971505619891,6.4613751672425845,-26.788305150309558,190.09937888198758,37,16,108,297.63198757763973,324.6894409937888
0.75,1.75,125,48390,351,351,1253,-451.78250000001435,3059.888699779665,265.2440000000004,2794.644699779664,-3511.6711997796792,-3.5116711997796792,33.61823361823362,0.8167174624363649,-2.1323133110636956,-2.6311639442166443,4781.250400259727,4.75642603772265,-10.004761252933559,61.282051282051285,206,70,75,80.96581196581197,188.92022792022792
1.0,0.5,125,48390,464,464,1140,1310.696099999996,4045.892239939629,350.86100000000073,3695.0312399396284,-2735.1961399396328,-2.7351961399396325,64.4396551724138,0.8299112208981433,-2.1348876198359816,-2.503752206288822,3712.370880839706,3.7011722935282974,-5.894819267111277,27.45258620689655,126,291,47,108.02370689655173,54.011853448275865
1.5,2.0,125,48390,243,243,1361,-1947.6568000000032,2118.988488999781,184.00200000000012,1934.986488999781,-4066.645288999784,-4.0666452889997835,42.79835390946502,0.7819600239598745,-2.1700380466031213,-2.6246197919655265,4777.826679279795,4.744545782755389,-16.73516579835302,108.90123456790124,98,53,92,162.25925925925927,216.34567901234567
1.0,2.75,125,48390,268,268,1336,-1404.352999999995,2337.2746019597957,202.9720000000001,2134.302601959795,-3741.627601959791,-3.7416276019597907,35.82089552238806,0.7901759102720669,-2.2071748545315732,-2.7422386207236125,4587.621502639799,4.552915763517196,-13.961297022238025,94.82089552238806,147,26,95,108.19402985074628,297.5335820895522
1.75,2.5,125,48390,203,203,1401,-2285.4016000000083,1770.1084217598195,153.7550000000001,1616.3534217598205,-4055.510021759828,-4.055510021759828,44.33497536945813,0.7576234542206627,-2.2114760880865103,-2.6787342050128236,5366.691260099862,5.317229899312252,-19.977881880590285,139.6206896551724,71,30,102,189.35344827586206,270.5049261083744
1.75,3.0,125,48390,191,191,1413,-2448.8809000000056,1665.1693246598234,144.51500000000007,1520.6543246598237,-4114.050224659829,-4.114050224659828,43.97905759162304,0.741047829505495,-2.231918421357518,-2.7172456881416083,5534.8421552398795,5.469576272517066,-21.539529972040988,152.73821989528795,69,18,104,189.15575916230367,324.26701570680626
2.75,2.5,125,48390,170,170,1434,-3083.678299999997,1483.1087865398486,128.96100000000004,1354.1477865398492,-4566.787086539845,-4.566787086539845,48.23529411764706,0.7048108401058999,-2.2533306547672924,-2.6412034231775494,6720.542706719876,6.66116161466516,-26.863453450234385,175.55882352941177,37,26,107,298.0191176470588,270.9264705882353
1.25,2.25,125,48390,259,259,1345,-1933.3390000000081,2259.210565999777,196.28000000000006,2062.9305659997785,-4192.549565999785,-4.1925495659997845,38.996138996138995,0.7781676369478709,-2.29330404129248,-2.782012147759992,4426.961250679786,4.417036778647545,-16.18745006177523,98.43243243243244,123,44,92,135.32818532818533,243.59073359073358
1.0,2.5,125,48390,276,276,1328,-1455.7938,2407.122988759792,209.13900000000007,2197.9839887597923,-3862.916788759792,-3.862916788759792,35.869565217391305,0.7894958716242119,-2.3521916624821,-2.8471121380115987,4466.58992543981,4.443485832154895,-13.996075321593448,89.80434782608695,151,34,91,108.25,270.625
0.75,0.5,125,48390,509,509,1095,1499.893299999997,4437.508626739573,384.62900000000104,4052.8796267395714,-2937.615326739576,-2.937615326739576,59.72495088408645,0.821512519743804,-2.453508342882308,-2.8441502058739356,4050.380277639648,4.038072816921066,-5.771346417955946,22.17092337917485,172,295,42,80.96316306483301,53.975442043222
1.0,3.0,125,48390,258,258,1346,-1830.8034999999943,2249.951191219796,195.39100000000013,2054.560191219798,-4080.75469121979,-4.08075469121979,35.65891472868217,0.7645735941198595,-2.4872350070792426,-3.015240662362803,4925.01253089981,4.887838614439498,-15.81687864813872,100.60852713178295,143,19,96,108.18992248062015,324.56976744186045
0.75,2.75,125,48390,312,312,1292,-1644.171400000006,2720.3875614397043,236.2430000000002,2484.1445614397057,-4364.55896143971,-4.36455896143971,30.128205128205128,0.7584845800250875,-2.5190656690153137,-3.126574365246313,5566.950996719752,5.518724125371574,-13.988971030255483,76.22115384615384,195,26,91,81.12740384615384,297.46714743589746
1.25,2.75,125,48390,241,241,1363,-2516.438500000003,2102.055585499802,182.67900000000014,1919.3765854998032,-4618.494085499805,-4.618494085499806,38.589211618257266,0.7446315896892626,-2.5195739815973828,-3.0443973450624955,5190.700200179825,5.161666824176827,-19.163875873443175,110.44813278008299,118,27,96,135.3578838174274,297.7873443983402
1.5,2.25,125,48390,239,239,1365,-2747.2850000000108,2084.2880534397846,181.02700000000016,1903.2610534397834,-4831.573053439795,-4.831573053439795,40.58577405857741,0.7455017030731234,-2.5293071008945085,-3.0297295447003814,5267.449534119805,5.245097498956068,-20.21578683447613,111.99163179916317,100,43,96,162.30753138075315,243.4612970711297
1.25,3.0,125,48390,233,233,1371,-2708.5551999999984,2032.1191185198008,176.54000000000016,1855.5791185198027,-4740.674318519799,-4.740674318519799,38.62660944206009,0.729519410957172,-2.6135576661862303,-3.1319362488264275,5339.400022199814,5.308135094935892,-20.346241710385403,116.86266094420601,115,20,98,135.30042918454936,324.72103004291847
0.75,2.0,125,48390,335,335,1269,-1467.8135000000138,2920.9526059396703,253.49100000000024,2667.461605939671,-4388.766105939684,-4.388766105939684,31.64179104477612,0.7677188342701166,-2.625828384404004,-3.180555956270659,5509.77794281971,5.473467457144304,-13.100794346088609,66.43880597014926,203,51,81,81.07388059701492,216.19701492537314
1.5,2.75,125,48390,221,221,1383,-3206.5187000000005,1927.164386739807,167.45400000000015,1759.710386739808,-5133.683086739808,-5.133683086739808,40.27149321266968,0.7129189707197867,-2.6565862827004825,-3.1990687716839314,5933.81832941981,5.8872846570866715,-23.229335234116775,126.6289592760181,94,27,100,162.36651583710406,297.67194570135746
0.75,2.25,125,48390,331,331,1273,-1598.5265000000102,2886.176768099681,250.52300000000022,2635.653768099682,-4484.703268099691,-4.4847032680996906,30.513595166163142,0.7633876391810145,-2.683403983671312,-3.235722934256376,5386.139591379717,5.3569125389125585,-13.548952471600275,68.27190332326283,203,41,87,81.0929003021148,243.2787009063444
0.75,3.0,125,48390,300,300,1304,-2168.531400000006,2615.715590239707,227.1710000000002,2388.544590239709,-4784.246990239713,-4.784246990239714,29.666666666666668,0.7280353998062589,-2.8446153791092628,-3.4391477981132,5848.118162919738,5.799179727260837,-15.947489967465712,80.77,190,19,91,81.1325,324.53
1.5,3.0,125,48390,212,212,1392,-3614.827599999996,1848.4126413198073,160.53100000000015,1687.8816413198067,-5463.240241319803,-5.463240241319803,40.09433962264151,0.6860540176834795,-2.8846408013473614,-3.419059163291757,6306.952962999814,6.2547888226005846,-25.77000113830096,133.88679245283018,92,19,101,162.26179245283018,324.52358490566036
1.25,2.5,125,48390,246,246,1358,-2963.090500000002,2145.808079739796,186.61300000000014,1959.1950797397963,-5108.898579739798,-5.108898579739798,38.21138211382114,0.7255474903329983,-2.8943528915762,-3.3935847950070763,5429.043114419808,5.412242482792469,-20.767880405446334,106.4349593495935,122,33,91,135.46239837398375,270.9247967479675
0.75,2.5,125,48390,318,318,1286,-2181.1514000000084,2772.8848374396944,240.9540000000002,2531.9308374396956,-4954.036237439703,-4.954036237439703,29.559748427672954,0.7332508228097375,-2.9679235543018816,-3.5533384025295938,5891.1029087197385,5.8524147992806475,-15.57873030641416,72.80503144654088,200,32,86,81.18396226415095,270.6132075471698
3.0,0.25,125,48390,459,459,1145,45.79480000000274,4002.162223239601,347.11600000000067,3655.0462232396035,-3956.3674232395983,-3.9563674232395982,84.0958605664488,0.6402596858735811,-3.1749366212384995,-3.309500787641237,4420.818483319643,4.408586822181113,-8.619536869803046,27.978213507625274,20,385,54,324.1045751633987,27.00871459694989
1.5,2.5,125,48390,226,226,1378,-4023.724400000002,1970.8864407598076,171.38800000000015,1799.4984407598088,-5994.610840759809,-5.994610840759809,39.38053097345133,0.6792871952767133,-3.2478222513443433,-3.7612822224456233,6516.220171439811,6.483034564857286,-26.524826729025705,121.23008849557522,99,32,95,162.50442477876106,270.8407079646018
0.5,1.25,125,48390,481,481,1123,-972.8987000000079,4194.3601655395705,363.4400000000008,3830.920165539569,-5167.258865539578,-5.167258865539578,29.10602910602911,0.7500515180154792,-3.4533533840649526,-3.9784197843617286,5944.126881499629,5.928460925616589,-10.742741924198707,34.9043659043659,324,112,45,53.97089397089397,134.92723492723493
2.75,0.25,125,48390,462,462,1142,-549.4305999999999,4028.3410259196053,349.40500000000065,3678.9360259196037,-4577.771625919605,-4.577771625919605,83.98268398268398,0.6072346177519823,-3.614767809594998,-3.7367182953016203,5042.222685999644,5.02827170395574,-9.908596592899578,26.943722943722943,25,387,50,297.11309523809524,27.010281385281385
0.5,0.75,125,48390,547,547,1057,345.1130999999949,4769.624239539493,413.47600000000097,4356.148239539495,-4424.511139539498,-4.424511139539498,40.036563071297984,0.7767301024144198,-3.712366053417065,-4.166206753206317,5315.3646113795985,5.2837003810990115,-8.088685812686467,22.881170018281537,308,209,30,53.9926873857404,80.98903107861061
0.5,1.75,125,48390,444,444,1160,-1814.0068000000128,3871.6049919596016,335.5380000000005,3536.066991959601,-5685.6117919596145,-5.685611791959615,24.54954954954955,0.7202894636641807,-3.730816798839424,-4.2063824428858005,6432.966336699654,6.416428192575223,-12.805431963873005,42.5945945945946,317,64,63,53.979729729729726,188.92905405405406
0.5,2.75,125,48390,402,402,1202,-2727.9599000000158,3505.4204844196497,303.80000000000035,3201.6204844196477,-6233.3803844196655,-6.233380384419665,21.890547263681594,0.6755614802037114,-3.739896219605617,-4.377739729479662,7315.402915959698,7.253643185880968,-15.505921354277774,53.169154228855724,302,25,75,53.98009950248756,296.8905472636816
0.5,1.5,125,48390,458,458,1146,-1639.6588000000113,3994.0139015596023,346.26200000000074,3647.7519015596004,-5633.672701559613,-5.633672701559613,26.200873362445414,0.7264266391519076,-3.764731838174632,-4.2612500121922725,6320.630397699657,6.30252475677141,-12.300595418252431,39.24017467248908,322,82,54,54.00218340611354,162.0065502183406
0.25,1.25,125,48390,667,667,937,1050.0466999999917,5816.623963179407,504.4620000000002,5312.161963179415,-4766.577263179415,-4.766577263179415,19.34032983508246,0.7505073225552098,-3.8072007971270314,-4.369806517743598,5485.139604159471,5.464338347551968,-7.1462927483949255,18.1664167916042,532,105,30,27.011244377811096,135.05622188905548
2.5,0.25,125,48390,472,472,1132,-816.6491000000021,4115.186913059589,356.99300000000073,3758.1939130595892,-4931.836013059591,-4.93183601305959,83.6864406779661,0.5937214846649664,-3.8461117067567447,-3.948936342695531,5396.287073139625,5.381356454491987,-10.448805112414387,24.940677966101696,33,394,45,270.1218220338983,27.01218220338983
0.5,1.0,125,48390,516,516,1088,-1003.5654999999975,4499.010900499548,389.592000000001,4109.418900499547,-5502.576400499546,-5.502576400499546,32.55813953488372,0.7382710349180133,-4.101551073869804,-4.618107935288828,5793.068267059614,5.7803154418178595,-10.663907752906097,29.434108527131784,326,149,41,53.93023255813954,107.86046511627907
0.25,1.5,125,48390,642,642,962,88.86669999998497,5598.801809619433,485.7160000000004,5113.085809619433,-5509.935109619448,-5.509935109619448,16.822429906542055,0.7098147849651016,-4.254045164807368,-4.800974600044005,6123.5477358394855,6.109090030181843,-8.58245344177484,20.722741433021806,529,76,37,27.0202492211838,162.1214953271028
0.5,2.0,125,48390,429,429,1175,-2758.762000000012,3741.214578839617,324.49200000000036,3416.722578839615,-6499.976578839629,-6.49997657883963,22.61072261072261,0.6792160030420064,-4.266621067933678,-4.720837032764643,7097.773775979658,7.073477812769495,-15.151460556735731,45.60606060606061,317,49,63,54.02797202797203,216.1118881118881
0.5,2.5,125,48390,409,409,1195,-3354.5699000000154,3566.639946419635,309.29500000000024,3257.3449464196333,-6921.209846419651,-6.92120984641965,21.515892420537895,0.6482273479901446,-4.312063816869383,-4.86129176031828,7767.412913959692,7.715861581436584,-16.92227346312873,50.84596577017115,309,29,71,54.015892420537895,270.0794621026895
2.25,0.25,125,48390,481,481,1123,-939.3419000000002,4193.812367539573,363.9160000000006,3829.8963675395744,-5133.154267539573,-5.133154267539573,82.74428274428274,0.586171753262518,-4.351898837928976,-4.454959706633195,5599.314017619647,5.583821657566828,-10.671838394053166,23.536382536382536,38,397,46,243.1871101871102,27.02079002079002
1.75,0.25,125,48390,511,511,1093,-197.3235000000061,4454.823312299532,386.3720000000007,4068.451312299534,-4652.1468122995375,-4.652146812299537,81.99608610567515,0.621290094283355,-4.378274252738772,-4.51106083869157,5231.010775379604,5.2165374484475295,-9.1040055035216,20.69471624266145,52,417,42,189.02739726027397,27.003913894324853
2.0,0.25,125,48390,497,497,1107,-761.1565000000069,4332.993218699568,375.7740000000007,3957.219218699569,-5094.149718699575,-5.094149718699574,82.49496981891348,0.5948514134778456,-4.402359788594979,-4.503430272469996,5606.531124779649,5.591018796205273,-10.249798226759708,22.287726358148895,44,409,44,216.0241448692153,27.00301810865191
0.5,2.25,125,48390,420,420,1184,-3409.352000000014,3662.568318839622,317.4570000000002,3345.111318839619,-7071.920318839636,-7.071920318839636,21.666666666666668,0.6489486698674886,-4.511539036843732,-4.976396098087688,7800.904098779662,7.758029017281996,-16.837905521046753,48.4,316,36,68,53.989285714285714,242.9517857142857
0.5,3.0,125,48390,383,383,1221,-3934.8749000000125,3339.715767899651,289.4430000000002,3050.2727678996494,-7274.5906678996635,-7.2745906678996635,20.887728459530024,0.6092191874719969,-4.581006950295441,-5.094631051216846,8297.671754839685,8.22800102337922,-18.99370931566492,57.60574412532637,293,15,75,53.98041775456919,323.88250652741516
0.25,2.75,125,48390,575,575,1029,-1651.1819000000144,5014.948807139503,435.41400000000056,4579.534807139503,-6666.130707139517,-6.6661307071395175,12.869565217391305,0.625575528319811,-4.629726604775895,-5.440275917952998,7525.1245029995625,7.476327684501466,-11.593270795025246,28.749565217391304,495,22,58,27.044347826086955,297.48782608695655
1.0,0.25,125,48390,570,570,1034,451.3186999999973,4969.7408354195,430.7660000000007,4538.9748354195,-4518.422135419503,-4.518422135419503,77.71929824561403,0.6412586746684926,-4.644353455793678,-4.794160790101942,4835.376402259542,4.835376402259542,-7.927056377928953,14.18421052631579,99,442,29,107.96140350877192,26.99035087719298
0.5,0.5,125,48390,592,592,1012,-23.556600000000458,5161.066694839501,447.1110000000006,4713.955694839505,-5184.623294839502,-5.184623294839502,49.32432432432432,0.715160546124778,-4.747768361349364,-5.012473875199067,6012.116472199588,5.999258940126065,-8.757809619661321,15.49831081081081,282,285,25,53.94679054054054,53.94679054054054
1.25,0.25,125,48390,547,547,1057,-317.0561000000032,4769.493646579508,413.7210000000006,4355.772646579508,-5086.5497465795115,-5.086549746579512,79.3418647166362,0.6086518114751279,-4.833499044479252,-4.919667849163425,5367.026547819536,5.367026547819536,-9.298994052247735,16.36745886654479,82,432,33,135.06170018281534,27.01234003656307
0.25,2.0,125,48390,605,605,999,-1131.5891000000122,5276.169502459468,457.9750000000006,4818.194502459469,-6407.75860245948,-6.407758602459481,14.214876033057852,0.6527719041175913,-4.863839421487451,-5.395723129372368,6928.507636879527,6.9116120308008515,-10.591336532990876,24.60330578512397,513,45,47,27.035123966942148,216.28099173553719
0.25,1.75,125,48390,622,622,982,-863.3541000000147,5424.156633499446,470.6030000000005,4953.55363349945,-6287.510733499461,-6.287510733499461,15.27331189710611,0.6644245338916248,-4.963969153421236,-5.386331782419236,6849.366773719506,6.838512712573275,-10.108538156751544,22.520900321543408,521,56,45,27.02130225080386,189.149115755627
1.5,0.25,125,48390,529,529,1075,-489.9951000000051,4612.383960379537,400.12700000000075,4212.256960379536,-5102.379060379542,-5.102379060379542,80.90737240075615,0.6040360844711892,-5.024073642702334,-5.1293052523232525,5355.600411619569,5.355600411619569,-9.645329036634296,18.234404536862005,66,425,38,162.08223062381853,27.013705103969755
0.25,3.0,125,48390,565,565,1039,-2137.1019000000115,4927.5889059395,427.7840000000007,4499.8049059395025,-7064.690805939512,-7.064690805939512,12.56637168141593,0.5974766720641826,-5.042404838304073,-5.766902645853642,7809.749051799547,7.761817079315772,-12.503877532636304,30.060176991150442,488,14,63,27.04070796460177,324.48849557522124
0.25,2.5,125,48390,576,576,1028,-2289.2689000000128,5023.789589739494,436.2470000000006,4587.542589739496,-7313.0584897395065,-7.313058489739506,12.67361111111111,0.5909401720164699,-5.3248385555009135,-5.967140481812839,8062.7588295995665,8.022734908931566,-12.696282100242199,28.317708333333332,497,25,54,27.04904513888889,270.4904513888889
0.25,2.25,125,48390,593,593,1011,-2282.5900000000133,5171.7822070794755,448.88200000000046,4722.900207079481,-7454.372207079489,-7.454372207079489,12.984822934232715,0.593498687258718,-5.517876348327534,-6.066094575391682,8045.3468522995245,8.015975451620044,-12.570610804518532,26.435075885328835,510,30,53,27.034569983136592,243.31112984822934
0.25,1.0,125,48390,707,707,897,-172.98320000000479,6165.09160991941,534.5340000000002,5630.557609919416,-6338.074809919415,-6.338074809919416,20.792079207920793,0.6817803636881608,-5.619960056279538,-6.026458676427555,6938.208960599484,6.911309577103064,-8.9647451342566,14.758132956152759,555,131,21,27.002121640735503,108.00848656294201
0.25,0.75,125,48390,732,732,872,134.42109999999187,6382.94714141937,553.4619999999999,5829.485141419372,-6248.526041419378,-6.248526041419378,25.683060109289617,0.6767327828744824,-5.883819415273907,-6.1900137083870135,6857.331635099428,6.840968259883813,-8.536237761501882,11.443989071038251,539,176,17,27.003415300546447,81.01024590163935
0.75,0.25,125,48390,613,613,991,-241.16129999999794,5344.299352099446,463.0780000000005,4881.221352099446,-5585.460652099444,-5.585460652099443,72.75693311582381,0.59227399361175,-6.249433632391694,-6.239878660055997,5955.915118939476,5.955915118939476,-9.111681324795178,10.986949429037521,145,444,24,80.93882544861337,26.979608482871125
0.25,0.5,125,48390,775,775,829,-765.077100000005,6757.280158059363,585.7249999999999,6171.55515805937,-7522.357258059368,-7.522357258059369,32.25806451612903,0.5968710793175127,-8.410722864890982,-7.916934943384606,7756.211761179424,7.751301683510679,-9.706267429754023,7.547096774193548,520,243,12,26.991935483870968,53.983870967741936
0.5,0.25,125,48390,690,690,914,-1244.1868999999992,6015.850674419367,521.1149999999999,5494.735674419368,-7260.037574419367,-7.260037574419368,63.6231884057971,0.5237237461072584,-8.761183187427463,-7.953852000857765,7416.1216882193985,7.416121688219398,-10.521793586115026,7.240579710144927,237,437,16,53.94565217391305,26.972826086956523
0.25,0.25,125,48390,866,866,738,-1611.080900000002,7550.986063219257,654.569999999999,6896.416063219268,-9162.066963219258,-9.162066963219258,46.4203233256351,0.444508581304861,-13.690566181923389,-10.513182415120596,9164.03523121927,9.16403523121927,-10.57975399909845,3.4364896073903,460,401,5,26.994803695150114,26.994803695150114
