signal_time,entry_time,exit_time,direction,entry_z,signal_nvda_close,signal_nvda_vwap,signal_qqq_vwap,signal_fair_nvda,entry_reference,entry_price,exit_reference,exit_price,shares,stop_usd_per_share,target_usd_per_share,gross_risk_usd,gross_reward_usd,risk_reward_ratio,stop_price,target_price,exit_reason,duration_bars,gross_pnl,slippage,commissions,costs,net_pnl
2025-08-22 10:00:00-04:00,2025-08-22 10:01:00-04:00,2025-08-22 10:08:00-04:00,LONG,-3.863034732278853,175.715,173.48053983297888,565.6508213340196,177.15085233457842,175.72,175.755144,176.97,176.934606,113,3.0,1.25,339.0,141.25,0.4166666666666667,172.72,176.97,TAKE_PROFIT_BRACKET,7,141.25,7.9707939999998985,0.791,8.761793999999899,132.4882060000001
2025-08-22 12:56:00-04:00,2025-08-22 12:57:00-04:00,2025-08-22 15:59:00-04:00,SHORT,2.99334252457284,176.965,176.2867099031977,570.8724329871194,176.14518113025912,176.97,176.934606,178.02,178.05560400000002,113,3.0,1.25,339.0,141.25,0.4166666666666667,179.97,175.72,FORCED_EOD,182,-118.65000000000128,8.02277400000034,0.791,8.81377400000034,-127.46377400000162
2025-08-25 11:02:00-04:00,2025-08-25 11:03:00-04:00,2025-08-25 15:59:00-04:00,SHORT,2.6512405667010905,180.295,178.4907445458067,570.8527353298789,179.23773367478688,180.29,180.253942,179.04,179.075808,110,3.0,1.25,330.0,137.5,0.4166666666666667,183.29,179.04,TAKE_PROFIT_BRACKET,296,137.5,7.905259999999998,0.77,8.675259999999998,128.82474
2025-08-26 13:35:00-04:00,2025-08-26 13:36:00-04:00,2025-08-26 15:59:00-04:00,SHORT,2.7338644823896834,181.595,180.75056598625739,570.8223222661072,180.89528372423038,181.6,181.56368,181.7,181.73633999999998,110,3.0,1.25,330.0,137.5,0.4166666666666667,184.6,180.35,FORCED_EOD,143,-10.999999999999375,7.992599999998333,0.77,8.762599999998333,-19.762599999997708
2025-08-27 12:20:00-04:00,2025-08-27 12:21:00-04:00,2025-08-27 15:59:00-04:00,LONG,-2.6000943297261414,181.59,181.09228609715353,572.357584902685,181.15890141612337,181.5946,181.63091892,181.6,181.56368,110,3.0,1.25,330.0,137.5,0.4166666666666667,178.5946,182.8446,FORCED_EOD,218,0.593999999997834,7.990281199997185,0.77,8.760281199997184,-8.16628119999935
2025-08-28 11:54:00-04:00,2025-08-28 11:55:00-04:00,2025-08-28 12:53:00-04:00,LONG,-2.6146474324419886,178.695,179.58317452084015,574.9347668339256,179.6584996274675,178.69,178.725738,179.94,179.904012,111,3.0,1.25,333.0,138.75,0.4166666666666667,175.69,179.94,TAKE_PROFIT_BRACKET,58,138.75,7.961586000001375,0.777,8.738586000001375,130.01141399999864
2025-08-28 13:09:00-04:00,2025-08-28 13:10:00-04:00,2025-08-28 13:29:00-04:00,LONG,-2.541168056528706,178.715,179.53498540513814,575.2211120629402,179.8281531287235,178.715,178.750743,179.965,179.929007,111,3.0,1.25,333.0,138.75,0.4166666666666667,175.715,179.965,TAKE_PROFIT_BRACKET,19,138.75,7.962695999998573,0.777,8.739695999998572,130.01030400000144
2025-08-28 14:24:00-04:00,2025-08-28 14:25:00-04:00,2025-08-28 15:59:00-04:00,SHORT,3.256538897873423,180.68,179.58146825171252,575.4426491033462,180.01968967989126,180.6817,180.64556366000002,180.2,180.23603999999997,110,3.0,1.25,330.0,137.5,0.4166666666666667,183.6817,179.4317,FORCED_EOD,94,52.987000000001956,7.939397399996722,0.77,8.709397399996721,44.27760260000524
2025-08-29 10:50:00-04:00,2025-08-29 10:51:00-04:00,2025-08-29 11:21:00-04:00,LONG,-2.6093495339749095,173.5999,175.0686612511528,571.4858511130088,174.74385043053286,173.5942,173.62891883999998,174.8442,174.80923116,115,3.0,1.25,345.0,143.75,0.4166666666666667,170.5942,174.8442,TAKE_PROFIT_BRACKET,30,143.75,8.01408319999851,0.805,8.81908319999851,134.93091680000148
2025-08-29 13:05:00-04:00,2025-08-29 13:06:00-04:00,2025-08-29 15:59:00-04:00,LONG,-3.242592883547234,173.6601,174.75651859282382,570.8863741419792,174.51672419084676,173.66,173.694732,174.28,174.245144,115,3.0,1.25,345.0,143.75,0.4166666666666667,170.66,174.91,FORCED_EOD,173,71.30000000000052,8.002619999997904,0.805,8.807619999997904,62.49238000000262
2025-09-02 12:08:00-04:00,2025-09-02 12:09:00-04:00,2025-09-02 12:42:00-04:00,LONG,-2.5711063910913716,167.26,169.58769895192765,562.6263565750927,168.2502751873719,167.25,167.28345,168.5,168.4663,119,3.0,1.25,357.0,148.75,0.4166666666666667,164.25,168.5,TAKE_PROFIT_BRACKET,33,148.75,7.990849999999767,0.833,8.823849999999767,139.92615000000023
2025-09-02 15:31:00-04:00,2025-09-02 15:32:00-04:00,2025-09-02 15:59:00-04:00,SHORT,2.681894521610044,170.585,169.39287589350687,562.7049708648503,170.40871678158788,170.5801,170.54598398,170.75,170.78414999999998,117,3.0,1.25,351.0,146.25,0.4166666666666667,173.5801,169.3301,FORCED_EOD,27,-19.878300000001474,7.987124339997848,0.8190000000000001,8.806124339997849,-28.684424339999325
2025-09-03 11:03:00-04:00,2025-09-03 11:04:00-04:00,2025-09-03 15:59:00-04:00,LONG,-2.5312683527200015,171.5881,171.11095697708583,569.5748970394618,172.08594986208107,171.585,171.619317,170.62,170.585876,116,3.0,1.25,348.0,145.0,0.4166666666666667,168.585,172.835,FORCED_EOD,295,-111.9400000000004,7.939155999997524,0.812,8.751155999997524,-120.69115599999792
