entry_time,base_convergence_exit_time_audit_only,exit_time,direction,entry_z,entry_reference,entry_price,exit_reference,exit_price,shares,stop_usd_per_share,target_usd_per_share,gross_risk_usd,gross_reward_usd,risk_reward_ratio,stop_price,target_price,exit_reason,gross_pnl,slippage,commissions,costs,net_pnl,duration_bars
2025-08-22 10:01:00-04:00,2025-08-22 10:54:00-04:00,2025-08-22 10:08:00-04:00,LONG,-3.863034732278853,175.72,175.755144,176.97,176.934606,113,2.0,1.25,226.0,141.25,0.625,173.72,176.97,TAKE_PROFIT_BRACKET,141.25,7.9707939999998985,0.791,8.761793999999899,132.4882060000001,7
2025-08-22 12:57:00-04:00,2025-08-22 13:06:00-04:00,2025-08-22 15:59:00-04:00,SHORT,2.99334252457284,176.97,176.934606,178.02,178.05560400000002,113,2.0,1.25,226.0,141.25,0.625,178.97,175.72,FORCED_EOD,-118.65000000000128,8.02277400000034,0.791,8.81377400000034,-127.46377400000162,182
2025-08-25 11:03:00-04:00,2025-08-25 11:47:00-04:00,2025-08-25 15:59:00-04:00,SHORT,2.6512405667010905,180.29,180.253942,179.04,179.075808,110,2.0,1.25,220.0,137.5,0.625,182.29,179.04,TAKE_PROFIT_BRACKET,137.5,7.905259999999998,0.77,8.675259999999998,128.82474,296
2025-08-26 13:36:00-04:00,2025-08-26 13:51:00-04:00,2025-08-26 15:59:00-04:00,SHORT,2.7338644823896834,181.6,181.56368,181.7,181.73633999999998,110,2.0,1.25,220.0,137.5,0.625,183.6,180.35,FORCED_EOD,-10.999999999999375,7.992599999998333,0.77,8.762599999998333,-19.762599999997708,143
2025-08-27 12:21:00-04:00,2025-08-27 12:41:00-04:00,2025-08-27 15:59:00-04:00,LONG,-2.6000943297261414,181.5946,181.63091892,181.6,181.56368,110,2.0,1.25,220.0,137.5,0.625,179.5946,182.8446,FORCED_EOD,0.593999999997834,7.990281199997185,0.77,8.760281199997184,-8.16628119999935,218
2025-08-28 11:55:00-04:00,2025-08-28 12:25:00-04:00,2025-08-28 12:53:00-04:00,LONG,-2.6146474324419886,178.69,178.725738,179.94,179.904012,111,2.0,1.25,222.0,138.75,0.625,176.69,179.94,TAKE_PROFIT_BRACKET,138.75,7.961586000001375,0.777,8.738586000001375,130.01141399999864,58
2025-08-28 13:10:00-04:00,2025-08-28 13:17:00-04:00,2025-08-28 13:29:00-04:00,LONG,-2.541168056528706,178.715,178.750743,179.965,179.929007,111,2.0,1.25,222.0,138.75,0.625,176.715,179.965,TAKE_PROFIT_BRACKET,138.75,7.962695999998573,0.777,8.739695999998572,130.01030400000144,19
2025-08-28 14:25:00-04:00,2025-08-28 15:09:00-04:00,2025-08-28 15:59:00-04:00,SHORT,3.256538897873423,180.6817,180.64556366000002,180.2,180.23603999999997,110,2.0,1.25,220.0,137.5,0.625,182.6817,179.4317,FORCED_EOD,52.987000000001956,7.939397399996722,0.77,8.709397399996721,44.27760260000524,94
2025-08-29 10:51:00-04:00,2025-08-29 11:08:00-04:00,2025-08-29 11:21:00-04:00,LONG,-2.609349533974909,173.5942,173.62891883999998,174.8442,174.80923116,115,2.0,1.25,230.0,143.75,0.625,171.5942,174.8442,TAKE_PROFIT_BRACKET,143.75,8.01408319999851,0.805,8.81908319999851,134.93091680000148,30
2025-08-29 13:06:00-04:00,2025-08-29 13:41:00-04:00,2025-08-29 15:59:00-04:00,LONG,-3.242592883547234,173.66,173.694732,174.28,174.245144,115,2.0,1.25,230.0,143.75,0.625,171.66,174.91,FORCED_EOD,71.30000000000052,8.002619999997904,0.805,8.807619999997904,62.49238000000262,173
