date,NVDA,MSFT,AAPL,AMZN,GOOGL,META,AVGO,TSLA,AMD
2026-05-19,-383.7254240000,85.8013200000,158.3817020000,-25.4406460000,-58.8048360000,12.2767920000,287.8217088000,-353.6151500000,-461.1507752000
2026-05-20,-199.0390160000,-303.0814080000,-163.1808420000,-74.1064873600,-72.0014940000,-48.7971660000,53.3791220000,-155.1982080000,56.0459120000
2026-05-21,-4.9875280000,-43.4510300000,223.1896920000,-74.4710480000,32.2283560000,-281.3346560000,-66.8676480000,19.0703440000,-214.6351020000
2026-05-22,336.7863496400,72.1561860000,-88.3695360000,168.0480800000,-289.2593300000,62.3511680000,166.2274080000,-124.8525808400,-163.4115000000
2026-05-26,102.0490860000,102.5108070000,-113.9636480000,-174.1930200000,78.3247800000,-150.9133760000,85.9558090000,185.3997800000,-223.1671890000
2026-05-27,-202.4947819000,101.5231910400,2.4743680000,142.1960914200,-95.9156490000,-104.3040192000,-61.8307560000,-10.4897700000,-250.8046960000
2026-05-28,107.6767020000,-48.6512560000,64.5263360000,80.2367880000,29.9409780000,-11.4906298800,18.0541720000,52.4893500000,73.1491006400
2026-05-29,57.6899560000,-286.6748850000,24.2095360000,93.9885220000,199.2472560000,176.2012670400,115.3215320000,480.5242840000,-412.8682388000
2026-06-01,-235.4971500000,28.9810110000,-178.1758087000,171.7627120000,55.7538800000,-298.8691500000,233.4429580000,298.5349440000,230.5039284600
2026-06-02,35.3162680000,128.0645100000,-248.2210450000,-435.8569600000,-68.7371260000,-271.7117343600,-436.0228640000,-166.6536340000,-455.2296606800
2026-06-03,47.2440240000,-32.3350100000,-189.0829352000,-3.0522400000,14.4377750000,-184.3455360000,170.1445780000,517.9742574000,202.7497300000
2026-06-04,49.1934133600,6.5126809200,-16.0965120000,89.0349720000,145.6327340000,-35.9090900000,-630.5948400000,96.5925200000,-80.4038980000
2026-06-05,204.4710720000,243.7068440000,-200.4052480000,-412.3229780000,-174.5145345600,-172.5119048800,295.5459110000,63.3398070000,387.6265540000
2026-06-08,40.9922700000,-17.3634240000,66.4436640000,2.3933020000,-13.0231840000,112.9840560000,247.2387380000,-280.7458920000,-67.0584608000
2026-06-09,-426.1620480000,-199.3839400000,39.1225860000,17.4719520400,18.9300060000,150.3426140000,-1531.8345780000,-290.9015340000,-427.6088984000
2026-06-10,128.7777980000,299.5273960000,46.6647280000,25.3032140000,-156.5080728800,-455.1206680000,84.0798360000,165.5552463000,-6.6814920000
2026-06-11,455.3751480000,-40.9470840000,-177.2944060000,-256.5592250000,-315.9666400000,345.1541400000,221.0035080000,-777.0694880000,155.6555220000
2026-06-12,24.3481640000,-256.3920450000,66.3919360000,-208.3119440000,317.9405858000,68.3659000000,119.1246160000,348.5998920000,-81.7651240000
2026-06-15,310.6355960000,-24.5972500000,11.0184180000,12.9284910000,231.8267580000,29.6861070000,-12.8754710000,125.7149760000,227.9094120000
2026-06-16,-58.0560200000,60.2843000000,-73.1312370000,83.7983180000,-81.7541782400,106.4564820000,-398.2754880000,190.5745920000,-200.7392020000
2026-06-17,336.5946440000,311.6154049800,-195.9580720000,17.1786340000,367.4245720000,-502.8136566400,229.5273000000,331.5523180000,-373.4193135200
2026-06-18,117.8546320000,-131.6072150000,160.8176684400,0.0412140000,-227.9409120000,299.8397426400,-85.9676160000,-31.7375540000,279.8725140000
2026-06-22,-143.9923550000,-96.0783660000,-233.5309746400,195.4207800000,-30.0366150000,49.8887900000,171.7732000000,523.2518400000,-142.2133200000
2026-06-23,36.1751244000,61.4111530000,-209.4009960000,97.6682300000,-40.5242754000,-267.1678800000,-300.4047900000,-119.6035360000,73.9534720000
2026-06-24,62.4513860000,-379.1927400000,266.9916500000,-458.7240654400,-145.7710810000,-115.1746400000,339.6732440000,-154.3057391200,-81.7440031200
2026-06-25,213.1522560000,-163.2697147200,114.6457270000,182.2921998400,18.4741600000,207.9930240000,-121.3765800000,-44.9008580000,-160.3937664000
2026-06-26,120.0611260000,159.8479380000,-68.1772760000,34.6726780000,-142.4769660000,-502.7693760000,-24.4959660000,-119.6875680000,207.6158120000
2026-06-29,80.8877560600,-553.4022038800,-61.3797130000,186.7981532800,-27.2199200000,-115.4140750000,-15.1553500000,-893.9085000000,48.1236411200
2026-06-30,-123.6674000000,122.1310800000,-62.9609820000,285.6591080000,-150.6507230000,32.3521700000,-7.3050960000,487.3379240000,-352.7311140000
2026-07-01,-27.3704950000,-40.3315140000,-35.4953270000,93.9752800000,340.8721250000,-234.1002880000,-14.0248260000,105.2191580000,164.0609010000
2026-07-02,143.2274079400,-56.7455580000,-203.4596200000,-77.7402360000,-63.4129520000,-99.3001280000,-293.8784760000,240.3272209800,68.0401040000
2026-07-06,217.3437052000,-73.5162960000,-227.6730320000,-228.8882940000,-12.8010240000,-272.1259200000,80.1946180000,-554.5263360000,259.0797280000
2026-07-07,-178.6241450000,-167.4409560000,129.6730260000,-156.3727680000,-128.8943820000,-184.1402880000,-207.6072120000,121.3396310000,-151.1912380000
2026-07-08,-346.3827380000,79.0460320000,-20.3027580000,-129.6451180400,-176.3256748000,241.2090696000,106.9510800000,-146.0654280000,-154.1626160000
2026-07-09,24.0620125200,-288.0621120000,-140.0521500000,-74.1087696000,-390.3566980000,-445.6636520000,-180.8377000000,-739.8445560000,129.2983920000
2026-07-10,-63.7799581000,-91.0425349600,-195.0637474800,-31.2002280000,-189.9407518400,-27.4008820000,-82.8349000000,-114.6919785600,-2.5932547000
2026-07-13,-284.0615040000,-192.9168840000,21.8942816400,233.5424540000,-78.3091680000,96.2305200000,372.2844633600,-49.2380000000,-260.7872480000
2026-07-14,-238.5670400000,111.1063560000,-21.6043380000,9.6441840000,-5.4550482400,223.0503000000,-246.1784000000,20.9846500000,-173.9941502400
2026-07-15,-304.4359680000,148.2061000000,-81.9086650000,-25.6629360000,-160.5142540000,-176.5732260000,-272.0147220000,315.9974000000,-47.3806486400
2026-07-16,223.9403960000,-88.8565000000,-86.4052800000,-316.9804888400,108.4331740000,71.7564991600,317.0977860000,115.3019000000,-461.9790497200
2026-07-17,272.7854836000,202.5362490000,-148.8742620000,223.1578400000,-238.5815940000,138.5393820000,62.7729880000,44.7651360000,-9.1863864000
2026-07-20,48.3530040000,-453.5611500000,153.8939720000,-205.7049640000,-28.1231440000,-104.3497664800,-192.3475840000,-206.9960580000,-303.9818894800
2026-07-21,65.0660380000,-47.5606500000,-47.8900800000,136.1307200000,8.3971738800,175.8283790000,21.3506400000,-17.3430920000,62.9245820000
2026-07-22,-648.9834848600,-47.5808580000,-109.6179760000,12.9438620000,-187.4495220000,182.8288460000,-481.9125640000,-177.3861024000,-13.1646080000
2026-07-23,-121.9434240000,-155.5818347200,64.7655720000,-20.0097650000,-219.0828280000,55.3741650000,59.4734460000,418.7836660000,200.8661880000
2026-07-24,-52.6819240000,-114.4054080000,-57.0099588000,105.0478080000,39.9871480000,292.0179675600,-94.1228080000,68.3545600000,163.7433060000
2026-07-27,151.8226950000,209.8238000000,131.8194420000,-141.4744300000,-72.4702610000,-115.9402200000,192.9627440000,-71.0970880000,153.4403020000
2026-07-28,-121.5912114000,279.9729500000,236.1030848000,186.3219780000,-330.9230000000,330.7458858000,128.7093080000,50.0622200000,-2.3187416000
2026-07-29,241.3833460000,114.0275500000,-182.2687120000,197.8681120000,17.8028860000,-281.3641920000,-45.8835520000,-188.5544760000,-440.6183637600
2026-07-30,77.5311180000,-175.3700820000,162.0014400000,-101.3946770000,-165.4478800000,89.7933034800,171.7891140000,-218.7185650000,149.5389180000
2026-07-31,-370.8323070000,-290.7542180000,-168.2430120000,156.2342400000,-61.3235840000,-130.8718080000,-200.5296540000,-284.7386100000,-239.7818038800
2026-08-03,236.2248998400,-102.3567041800,-55.4744450000,158.0997600000,-82.7413261200,215.7130840000,223.2270000000,-8.4219560000,141.3943220000
2026-08-04,235.7644720000,-125.5899600000,-186.8887560000,123.7612360000,-35.6454885600,1.9756720000,82.0689110400,248.4462900000,-222.2169720000
2026-08-05,209.0856840000,128.2932000000,-124.2243840000,98.7774534000,-353.5107943200,-236.1306384000,135.3587310000,144.1073943000,75.7671800000
2026-08-06,-85.0329480000,-96.1363448000,149.6638720000,-41.3187300000,-32.7637280000,137.0511380000,129.2110370000,10.2453760000,-37.2333600000
2026-08-07,-45.6484542200,176.3618220000,-9.5964120000,205.0531171200,-6.0865280000,-115.3179060000,132.6623880000,-31.7098800000,75.9329020000
2026-08-10,272.3043960000,-135.7216380000,-75.7310450000,-208.1322590000,-156.7338080000,-30.1221360000,80.9487520000,36.0300000000,-163.4618160000
2026-08-11,209.1310540000,-54.3376470000,114.7679650000,-74.9042780000,-316.9242980000,-6.1224240000,261.0716560000,44.4033600000,-174.3596400000
2026-08-12,138.5806540000,51.4052048000,106.0579013000,-36.1599520000,241.9221760000,170.7171280000,-131.7854620000,130.3554689000,-159.9439520000
2026-08-13,102.6064980000,-74.6427200000,69.6160387000,-103.2380150000,216.5812120000,-17.3668666600,-174.5974800000,-321.6711848200,69.3076800000
2026-08-14,312.5302435200,-83.4179200000,-56.5008600000,1.8599760000,-17.6886390000,147.5920960800,58.9576320000,404.5314940000,-256.6911860000
2026-08-17,-103.5964160000,155.1829910000,109.2705900000,68.1926720000,100.0928040000,-354.6880659600,116.0271500000,42.8970610000,-79.8139485200
2026-08-18,9.5659200000,9.4358220000,-196.6082124800,-125.0427118400,-80.8913240000,90.8649648000,-48.5601480000,2.5503930000,-22.3154982000
2026-08-19,138.0472004000,104.6992810000,66.5581140000,23.4822120000,-5.0996150000,-223.8002640000,10.8856000000,-658.0220640000,316.9124440000
2026-08-20,223.8460956400,53.3470762000,369.6513634800,107.1661560000,42.4517660000,122.8981320000,50.7390950000,-143.5294680000,124.9013240000
2026-08-21,-37.9930560000,0.0000000000,-100.5475840000,-83.2100500000,-117.0995060000,69.6692880000,92.1235680000,-433.4755040000,0.2537400000
