signal_time,entry_time,exit_time,direction,entry_z,entry_reference,entry_price,exit_reference,exit_price,shares,stop_usd_per_share,target_usd_per_share,max_holding_bars,exit_reason,duration_bars,gross_pnl,slippage,commissions,costs,net_pnl
2025-08-22 10:00:00-04:00,2025-08-22 10:01:00-04:00,2025-08-22 10:08:00-04:00,LONG,-3.863034732279,175.720000000000,175.755144000000,176.970000000000,176.934606000000,113,5.250000000000,1.250000000000,,TAKE_PROFIT_BRACKET,7,141.250000000000,7.970794000000,0.791000000000,8.761794000000,132.488206000000
2025-08-22 12:56:00-04:00,2025-08-22 12:57:00-04:00,2025-08-22 15:59:00-04:00,SHORT,2.993342524573,176.970000000000,176.934606000000,178.020000000000,178.055604000000,113,5.250000000000,1.250000000000,,FORCED_EOD,182,-118.650000000001,8.022774000000,0.791000000000,8.813774000000,-127.463774000002
2025-08-25 11:02:00-04:00,2025-08-25 11:03:00-04:00,2025-08-25 15:59:00-04:00,SHORT,2.651240566701,180.290000000000,180.253942000000,179.040000000000,179.075808000000,110,5.250000000000,1.250000000000,,TAKE_PROFIT_BRACKET,296,137.500000000000,7.905260000000,0.770000000000,8.675260000000,128.824740000000
2025-08-26 13:35:00-04:00,2025-08-26 13:36:00-04:00,2025-08-26 15:59:00-04:00,SHORT,2.733864482390,181.600000000000,181.563680000000,181.700000000000,181.736340000000,110,5.250000000000,1.250000000000,,FORCED_EOD,143,-10.999999999999,7.992599999998,0.770000000000,8.762599999998,-19.762599999998
2025-08-27 12:20:00-04:00,2025-08-27 12:21:00-04:00,2025-08-27 15:59:00-04:00,LONG,-2.600094329726,181.594600000000,181.630918920000,181.600000000000,181.563680000000,110,5.250000000000,1.250000000000,,FORCED_EOD,218,0.593999999998,7.990281199997,0.770000000000,8.760281199997,-8.166281199999
2025-08-28 11:54:00-04:00,2025-08-28 11:55:00-04:00,2025-08-28 12:53:00-04:00,LONG,-2.614647432442,178.690000000000,178.725738000000,179.940000000000,179.904012000000,111,5.250000000000,1.250000000000,,TAKE_PROFIT_BRACKET,58,138.750000000000,7.961586000001,0.777000000000,8.738586000001,130.011413999999
2025-08-28 13:09:00-04:00,2025-08-28 13:10:00-04:00,2025-08-28 13:29:00-04:00,LONG,-2.541168056529,178.715000000000,178.750743000000,179.965000000000,179.929007000000,111,5.250000000000,1.250000000000,,TAKE_PROFIT_BRACKET,19,138.750000000000,7.962695999999,0.777000000000,8.739695999999,130.010304000001
2025-08-28 14:24:00-04:00,2025-08-28 14:25:00-04:00,2025-08-28 15:59:00-04:00,SHORT,3.256538897873,180.681700000000,180.645563660000,180.200000000000,180.236040000000,110,5.250000000000,1.250000000000,,FORCED_EOD,94,52.987000000002,7.939397399997,0.770000000000,8.709397399997,44.277602600005
2025-08-29 10:50:00-04:00,2025-08-29 10:51:00-04:00,2025-08-29 11:21:00-04:00,LONG,-2.609349533975,173.594200000000,173.628918840000,174.844200000000,174.809231160000,115,5.250000000000,1.250000000000,,TAKE_PROFIT_BRACKET,30,143.750000000000,8.014083199999,0.805000000000,8.819083199999,134.930916800001
2025-08-29 13:05:00-04:00,2025-08-29 13:06:00-04:00,2025-08-29 15:59:00-04:00,LONG,-3.242592883547,173.660000000000,173.694732000000,174.280000000000,174.245144000000,115,5.250000000000,1.250000000000,,FORCED_EOD,173,71.300000000001,8.002619999998,0.805000000000,8.807619999998,62.492380000003
2025-09-02 12:08:00-04:00,2025-09-02 12:09:00-04:00,2025-09-02 12:42:00-04:00,LONG,-2.571106391091,167.250000000000,167.283450000000,168.500000000000,168.466300000000,119,5.250000000000,1.250000000000,,TAKE_PROFIT_BRACKET,33,148.750000000000,7.990850000000,0.833000000000,8.823850000000,139.926150000000
2025-09-02 15:31:00-04:00,2025-09-02 15:32:00-04:00,2025-09-02 15:59:00-04:00,SHORT,2.681894521610,170.580100000000,170.545983980000,170.750000000000,170.784150000000,117,5.250000000000,1.250000000000,,FORCED_EOD,27,-19.878300000001,7.987124339998,0.819000000000,8.806124339998,-28.684424339999
2025-09-03 11:03:00-04:00,2025-09-03 11:04:00-04:00,2025-09-03 15:59:00-04:00,LONG,-2.531268352720,171.585000000000,171.619317000000,170.620000000000,170.585876000000,116,5.250000000000,1.250000000000,,FORCED_EOD,295,-111.940000000000,7.939155999998,0.812000000000,8.751155999998,-120.691155999998
2025-09-04 11:10:00-04:00,2025-09-04 11:11:00-04:00,2025-09-04 15:57:00-04:00,LONG,-2.773530641746,170.367700000000,170.401773540000,171.617700000000,171.583376460000,117,5.250000000000,1.250000000000,,TAKE_PROFIT_BRACKET,286,146.250000000000,8.002458360001,0.819000000000,8.821458360001,137.428541639999
2025-09-04 15:57:00-04:00,2025-09-04 15:58:00-04:00,2025-09-04 15:59:00-04:00,SHORT,3.892111705445,171.660000000000,171.625668000000,171.640000000000,171.674328000000,116,5.250000000000,1.250000000000,,FORCED_EOD,1,2.320000000001,7.964559999999,0.812000000000,8.776559999999,-6.456559999998
2025-09-05 13:37:00-04:00,2025-09-05 13:38:00-04:00,2025-09-05 15:59:00-04:00,LONG,-2.587045606241,166.131000000000,166.164226200000,167.040000000000,167.006592000000,120,5.250000000000,1.250000000000,,FORCED_EOD,141,109.079999999999,7.996104000001,0.840000000000,8.836104000001,100.243895999998
