period,stop_usd,max_holding_bars,sessions,raw_bars,trades,generated_flat_signals,ignored_signals_while_open,gross_pnl,costs,commissions,slippage,net_pnl,net_return_pct,net_sharpe,net_sortino,profit_factor,positive_net_pnl_mass_usd,trade_cvar5_loss_usd,worst_trade_loss_usd,win_rate_pct,max_drawdown_usd_mtm,max_drawdown_pct_mtm,return_over_mtm_dd,avg_net_trade,avg_duration_bars,stops,targets,time_stops,forced_eod,final_equity,base_winner_count,matched_base_winner_count,base_winner_net_usd,base_winner_gross_usd,retained_base_winner_net_usd,retained_base_winner_gross_usd,core_winner_net_retention_pct,core_winner_gross_retention_pct,clipped_base_winner_net_usd,clipped_base_winner_gross_usd,overlay_net_on_base_winners_usd,base_loser_count,matched_base_loser_count,base_loser_net_usd,overlay_net_on_base_losers_usd,avoided_base_loser_loss_usd,avoided_worst5_base_loser_loss_usd,net_pnl_delta_vs_base,net_pnl_pct_of_base,sharpe_delta_vs_base,profit_factor_delta_vs_base,mdd_reduction_usd_vs_base,mdd_reduction_pct_vs_base,trade_cvar5_reduction_usd_vs_base,trade_cvar5_reduction_pct_vs_base,worst_trade_reduction_usd_vs_base,worst_trade_reduction_pct_vs_base,positive_net_pnl_mass_delta_vs_base,return_over_dd_delta_vs_base,utility_delta_usd,development_net_non_degradation_gate,is_baseline
development,3.750000000000,270.000000000000,125,48390,234,234,1370,2243.462599999978,2040.718554479770,177.268000000000,1863.450554479770,202.744045520207,0.202744045520,0.122539343285,0.152028792298,1.014624886186,14065.692648060107,414.343168999999,432.559705999998,57.692307692308,2195.384487020026,2.176526211490,0.092350131250,0.866427544958,113.478632478632,15,100,28,91,100202.744045520201,130,129,14089.668316840107,15223.666399999993,13250.406709060098,14349.522899999989,94.043425374486,94.257996220937,839.261607780008,874.143500000004,13129.926078700100,80,76,-12070.882355819933,-10908.745006419929,1162.137349400004,793.355051999999,-1816.041915499968,10.042869795753,-1.033755374167,-0.152619388218,-469.827844740037,-27.227610686790,84.925340850909,17.009953396874,169.533900000001,28.157399166933,-23.975668780000,-1.077583043678,-2454.169842454522,False,False
development,6.250000000000,270.000000000000,125,48390,225,225,1379,2469.709799999980,1962.382952799769,170.485000000000,1791.897952799769,507.326847200209,0.507326847200,0.289057188394,0.368608365294,1.038844377400,13567.823144260106,502.506706648332,715.116205999997,58.222222222222,1836.590326779973,1.820723678789,0.276232995352,2.254785987556,119.151111111111,3,96,32,94,100507.326847200209,130,128,14089.668316840107,15223.666399999993,13125.372073060098,14215.772899999989,93.156004654648,93.379429938113,964.296243780009,1007.893500000004,13004.891442700100,80,76,-12070.882355819933,-11723.296776199917,347.585579620016,-59.511165439994,-1511.459113819966,25.130293998272,-0.867237529059,-0.128399897004,-111.033684499984,-6.434658925671,-3.238196797424,-0.648588231289,-113.022599999998,-18.771599444622,-521.845172580001,-0.893700179576,-2475.755357599975,False,False
development,6.000000000000,270.000000000000,125,48390,225,225,1379,2448.541599999979,1962.357119159772,170.485000000000,1791.872119159772,486.184480840205,0.486184480840,0.275793163285,0.349932733790,1.037165411257,13567.823144260106,504.268570511665,686.860555999998,58.222222222222,1911.743493139962,1.894696849018,0.254314704135,2.160819914845,119.120000000000,4,96,32,93,100486.184480840209,130,128,14089.668316840107,15223.666399999993,13125.372073060098,14215.772899999989,93.156004654648,93.379429938113,964.296243780009,1007.893500000004,13004.891442700100,80,76,-12070.882355819933,-11744.439142559924,326.443213260009,-106.148431799996,-1532.601480179969,24.083012772415,-0.880501554168,-0.130078863148,-186.186850859973,-10.789958805059,-5.000060660757,-1.001477273672,-84.766949999999,-14.078699583466,-521.845172580001,-0.915618470793,-2496.897723959978,False,False
development,2.750000000000,330.000000000000,125,48390,233,233,1371,1847.373399999985,2031.906940279780,176.288000000000,1855.618940279780,-184.533540279796,-0.184533540280,-0.073504110883,-0.090983591454,0.987518419568,14599.935565160114,318.159835109998,322.324055999996,58.369098712446,2419.354463139971,2.395615211618,-0.076273875156,-0.791989443261,112.519313304721,33,105,4,91,99815.466459720206,130,127,14089.668316840107,15223.666399999993,13420.363428920100,14510.614399999991,95.249676054332,95.316161158129,669.304887920007,713.052000000001,12781.368716440102,80,80,-12070.882355819933,-11567.906229999917,502.976125820016,1333.420652000001,-2203.319501299970,-9.140817493428,-1.229798828335,-0.179725854836,-693.797820859982,-40.207189022973,181.108674740910,36.274804272153,279.769550000003,46.466122080028,510.267248320008,-1.246207050084,-2515.385921449522,False,False
development,4.750000000000,270.000000000000,125,48390,228,228,1376,2385.087499999974,1988.411346019777,172.725000000000,1815.686346019777,396.676153980196,0.396676153980,0.232470723235,0.298823552299,1.029828171786,13695.384396260104,473.434591979999,545.582305999999,57.894736842105,1870.702136040010,1.854298256620,0.212046667579,1.739807692896,117.824561403509,7,97,31,93,100396.676153980196,130,127,14089.668316840107,15223.666399999993,12997.878043060098,14079.522899999989,92.251128633915,92.484441855610,1091.790273780009,1144.143500000004,12877.397412700102,80,75,-12070.882355819933,-11068.790238819929,1002.092117000004,785.933276719997,-1622.109807039978,19.649242744869,-0.923823994218,-0.137416102619,-145.145493760021,-8.411517199936,25.833917870909,5.174353551483,56.511300000000,9.385799722311,-394.283920580003,-0.957886507349,-2543.796466540533,False,False
development,6.500000000000,270.000000000000,125,48390,225,225,1379,2390.209799999980,1962.388652799771,170.485000000000,1791.903652799771,427.821147200207,0.427821147200,0.244789244285,0.310482309966,1.032558682053,13567.823144260106,509.132181648332,743.371855999998,58.222222222222,1862.085226779978,1.846515561092,0.229753794857,1.901427320890,119.257777777778,3,96,32,94,100427.821147200200,130,128,14089.668316840107,15223.666399999993,13125.372073060098,14215.772899999989,93.156004654648,93.379429938113,964.296243780009,1007.893500000004,13004.891442700100,80,76,-12070.882355819933,-11802.802476199920,268.079879620012,-113.521965439994,-1590.964813819967,21.192001304785,-0.911505473168,-0.134685592351,-136.528584499989,-7.912147370578,-9.863671797424,-1.975624659438,-141.278249999999,-23.464499305777,-521.845172580001,-0.940179380070,-2555.261057599976,False,False
development,2.250000000000,300.000000000000,125,48390,249,249,1355,2030.103199999968,2171.395466719769,188.454000000000,1982.941466719768,-141.292266719800,-0.141292266720,-0.056491016483,-0.071228135163,0.990812025140,15236.663036720116,263.021294716921,269.721343999997,57.429718875502,2305.950434299957,2.283558645830,-0.061272898419,-0.567438822168,102.040160642570,46,110,7,86,99858.707733280200,130,128,14089.668316840107,15223.666399999993,13224.220766120099,14305.845399999989,93.857573285202,93.971090958746,865.447550720008,917.821000000004,12224.126298640100,80,80,-12070.882355819933,-11102.819081539925,968.063274280008,1603.453452000002,-2160.078227739974,-6.998873057766,-1.212785733935,-0.176432249264,-580.393792019968,-33.635163158312,236.247215133987,47.318669307731,332.372262000002,55.202755632652,1146.994719880009,-1.231206073347,-2586.711480492988,False,False
development,2.000000000000,,125,48390,260,260,1344,2214.124899999979,2267.108207099774,196.658000000000,2070.450207099774,-52.983307099796,-0.052983307100,-0.009220010436,-0.011486930419,0.996692721148,15967.228313480127,235.380764559999,240.727143999999,57.307692307692,2527.757239219951,2.502712385859,-0.020960599490,-0.203781950384,95.742307692308,56,115,0,89,99947.016692900201,130,128,14089.668316840107,15223.666399999993,13086.951580320103,14142.386399999994,92.883319081958,92.897374577257,1002.716736520004,1081.279999999999,11532.044142840110,80,80,-12070.882355819933,-10613.241664599944,1457.640691219989,1738.469851999998,-2071.769268119970,-2.624513352224,-1.165514727889,-0.170551553257,-802.200596939962,-46.489380718329,263.887745290909,52.854874698529,361.366462000000,60.018319144881,1877.559996640020,-1.190893774418,-2594.848161594519,False,False
development,6.750000000000,270.000000000000,125,48390,225,225,1379,2310.709799999980,1962.394352799770,170.485000000000,1791.909352799770,348.315447200208,0.348315447200,0.201298261755,0.253969024347,1.026348594455,13567.823144260106,515.757656648332,771.627505999997,58.222222222222,1887.580126779969,1.872321900904,0.184530151732,1.548068654223,119.266666666667,3,96,32,94,100348.315447200206,130,128,14089.668316840107,15223.666399999993,13125.372073060098,14215.772899999989,93.156004654648,93.379429938113,964.296243780009,1007.893500000004,13004.891442700100,80,76,-12070.882355819933,-11882.308176199920,188.574179620013,-167.532765439995,-1670.470513819966,17.253708611298,-0.954996455698,-0.140895679950,-162.023484499980,-9.389635815484,-16.489146797424,-3.302661087587,-169.533899999998,-28.157399166933,-521.845172580001,-0.985403023196,-2634.766757599975,False,False
development,7.000000000000,270.000000000000,125,48390,225,225,1379,2231.209799999980,1962.400052799771,170.485000000000,1791.915052799771,268.809747200206,0.268809747200,0.158588845008,0.199042206777,1.020212758584,13567.823144260106,522.383131648332,799.883155999999,58.222222222222,1913.075026779974,1.898142710383,0.140511868817,1.194709987556,119.320000000000,3,96,32,94,100268.809747200212,130,128,14089.668316840107,15223.666399999993,13125.372073060098,14215.772899999989,93.156004654648,93.379429938113,964.296243780009,1007.893500000004,13004.891442700100,80,76,-12070.882355819933,-11961.813876199922,109.068479620011,-221.543565439995,-1749.976213819968,13.315415917811,-0.997705872445,-0.147031515820,-187.518384499985,-10.867124260390,-23.114621797424,-4.629697515737,-197.789550000000,-32.850299028088,-521.845172580001,-1.029421306111,-2714.272457599976,False,False
development,2.750000000000,300.000000000000,125,48390,235,235,1369,1738.160699999979,2049.284871019779,177.800000000000,1871.484871019778,-311.124171019800,-0.311124171020,-0.137627396411,-0.170315011766,0.979015349670,14515.149611360113,318.159835109998,322.324055999996,57.872340425532,2499.684888899996,2.469619703922,-0.124465356574,-1.323932642637,111.123404255319,33,105,8,89,99688.875828980206,130,127,14089.668316840107,15223.666399999993,13335.577475120102,14425.845399999989,94.647916297513,94.759337343335,754.090841720004,797.821000000004,12696.582762640101,80,80,-12070.882355819933,-11521.107491539920,549.774864280012,1333.420652000001,-2329.910132039974,-15.411449109869,-1.293922113864,-0.188228924734,-774.128246620006,-44.862523063696,181.108674740910,36.274804272153,279.769550000003,46.466122080028,425.481294520006,-1.294398531502,-2726.762505989524,False,False
development,2.000000000000,330.000000000000,125,48390,261,261,1343,2110.705899999977,2275.751032899773,197.386000000000,2078.365032899773,-165.045132899796,-0.165045132900,-0.068632665953,-0.085423557166,0.989755409820,15945.421953080124,235.190652805713,240.727143999999,57.088122605364,2527.757239219951,2.502712385859,-0.065293110564,-0.632356831034,95.237547892720,55,114,3,89,99834.954867100198,130,128,14089.668316840107,15223.666399999993,13065.145219920098,14120.584399999992,92.728550638091,92.754163346617,1024.523096920009,1103.082000000000,11510.237782440106,80,80,-12070.882355819933,-10558.372926999942,1512.509428819991,1738.469851999998,-2183.831093919970,-8.175464664733,-1.224927383406,-0.177488864584,-802.200596939962,-46.489380718329,264.077857045195,52.892952756835,361.366462000000,60.018319144881,1855.753636240017,-1.235226285492,-2728.621291917382,False,False
development,8.000000000000,270.000000000000,125,48390,225,225,1379,2161.026599999976,1962.465219439773,170.492000000000,1791.973219439773,198.561380560202,0.198561380560,0.122208159312,0.153414645518,1.014819715616,13597.022303260106,530.670425451666,912.905755999999,58.222222222222,1810.361551039940,1.797999584974,0.109680511302,0.882495024712,119.662222222222,3,96,32,94,100198.561380560204,130,127,14089.668316840107,15223.666399999993,13109.280811060096,14191.022899999989,93.041798545334,93.216854121291,980.387505780011,1032.643500000004,12988.800180700098,80,75,-12070.882355819933,-11735.891521839925,334.990833980008,106.358388920000,-1820.224580459972,9.835682652551,-1.034086558140,-0.152424558789,-84.804908759950,-4.914640683594,-31.401915600758,-6.289584658591,-310.812150000001,-51.621898472710,-492.646013580001,-1.060252663625,-2779.340408455982,False,False
development,3.000000000000,270.000000000000,125,48390,240,240,1364,2011.405799999980,2093.082592719755,181.755000000000,1911.327592719755,-81.676792719775,-0.081676792720,-0.021848690392,-0.027142884514,0.994326542750,14314.623227260116,340.279409029999,350.829755999998,57.083333333333,2289.053085819993,2.266187327765,-0.035681475989,-0.340319969666,108.595833333333,25,102,23,90,99918.323207280220,130,127,14089.668316840107,15223.666399999993,13085.522446900100,14167.183699999990,92.873175951631,93.060261094528,1004.145869940006,1056.482700000002,12965.041816540102,80,76,-12070.882355819933,-10943.717728419924,1127.164627400009,1198.404252000002,-2100.462753739949,-4.045837166338,-1.178143407845,-0.172917731654,-563.496443540003,-32.655922716941,158.989100820909,31.844407905555,251.263850000001,41.731692131605,224.954910420009,-1.205614650917,-2785.433222869500,False,False
development,7.250000000000,270.000000000000,125,48390,225,225,1379,2151.709799999980,1962.405752799770,170.485000000000,1791.920752799770,189.304047200208,0.189304047200,0.116663599884,0.145672476660,1.014149850654,13567.823144260106,529.008606648332,828.138805999997,58.222222222222,1938.569926779965,1.923978001704,0.097651389607,0.841351320890,119.328888888889,3,96,32,94,100189.304047200203,130,128,14089.668316840107,15223.666399999993,13125.372073060098,14215.772899999989,93.156004654648,93.379429938113,964.296243780009,1007.893500000004,13004.891442700100,80,76,-12070.882355819933,-12041.319576199920,29.562779620013,-275.554365439995,-1829.481913819966,9.377123224324,-1.039631117569,-0.153094423750,-213.013284499975,-12.344612705296,-29.740096797424,-5.956733943886,-226.045199999998,-37.543198889244,-521.845172580001,-1.072281785321,-2793.778157599975,False,False
development,7.500000000000,270.000000000000,125,48390,225,225,1379,2072.209799999980,1962.411452799772,170.485000000000,1791.926452799772,109.798347200206,0.109798347200,0.075523283510,0.093827934059,1.008158578161,13567.823144260106,535.634081648332,856.394455999999,58.222222222222,1964.064826779970,1.949827787053,0.055903626857,0.487992654223,119.351111111111,3,96,32,94,100109.798347200209,130,128,14089.668316840107,15223.666399999993,13125.372073060098,14215.772899999989,93.156004654648,93.379429938113,964.296243780009,1007.893500000004,13004.891442700100,80,76,-12070.882355819933,-12120.825276199921,-49.942920379988,-329.565165439996,-1908.987613819968,5.438830530836,-1.080771433943,-0.159085696243,-238.508184499980,-13.822101150203,-36.365571797424,-7.283770372036,-254.300850000000,-42.236098750399,-521.845172580001,-1.114029548070,-2873.283857599977,False,False
development,5.250000000000,240.000000000000,125,48390,236,236,1368,2372.310599999970,2058.700772799777,179.004000000000,1879.696772799778,313.609827200191,0.313609827200,0.191879726791,0.248797080419,1.023122348187,13876.671185360108,478.582443833332,602.093605999999,58.050847457627,1661.337436039976,1.651522343200,0.188769494021,1.328855200001,110.432203389831,6,96,44,90,100313.609827200184,130,129,14089.668316840107,15223.666399999993,12839.161962320104,13923.090799999994,91.124657256655,91.456883211787,1250.506354520003,1300.575599999998,12462.314608640110,80,75,-12070.882355819933,-10859.436870179956,1211.445485639977,60.492096000000,-1705.176133819983,15.534575396082,-0.964414990662,-0.144121926218,64.219206240014,3.721651591521,20.686066017576,4.143274732819,0.000000000000,0.000000000000,-212.997131479999,-0.981163680906,-2910.764313947193,False,False
development,2.000000000000,300.000000000000,125,48390,263,263,1341,2021.968199999971,2293.124868639769,198.898000000000,2094.226868639769,-271.156668639798,-0.271156668640,-0.125085390167,-0.155700317289,0.983191163300,15860.635999280126,235.190652805713,240.727143999999,56.653992395437,2467.431449219963,2.442984299840,-0.109894306780,-1.031013949201,94.235741444867,55,114,7,87,99728.843331360200,130,128,14089.668316840107,15223.666399999993,12980.359266120100,14035.815399999990,92.126790881272,92.197339531823,1109.309050720007,1187.851000000002,11425.451828640107,80,80,-12070.882355819933,-10491.095093539945,1579.787262279988,1738.469851999998,-2289.942629659973,-13.431670017300,-1.281380107620,-0.184053111105,-741.874806939973,-42.993361606474,264.077857045195,52.892952756835,361.366462000000,60.018319144881,1770.967682440019,-1.279827481708,-2919.518781457382,False,False
development,7.750000000000,270.000000000000,125,48390,225,225,1379,2021.914799999978,1962.422993799770,170.485000000000,1791.937993799770,59.491806200206,0.059491806200,0.049890821119,0.061767787872,1.004394583356,13597.022303260106,542.259556648332,884.650105999998,58.222222222222,1989.559726779975,1.975692078630,0.029901995602,0.264408027556,119.360000000000,3,96,32,94,100059.491806200211,130,127,14089.668316840107,15223.666399999993,13109.280811060096,14191.022899999989,93.041798545334,93.216854121291,980.387505780011,1032.643500000004,12988.800180700098,80,76,-12070.882355819933,-12200.330976199919,-129.448620379986,-383.575965439993,-1959.294154819968,2.946910041426,-1.106403896334,-0.162849691049,-264.003084499986,-15.299589595109,-42.991046797424,-8.610806800185,-282.556499999999,-46.928998611555,-492.646013580001,-1.140031179326,-2939.681660599978,False,False
development,3.500000000000,240.000000000000,125,48390,246,246,1358,2110.552999999969,2145.705661999755,186.529000000000,1959.176661999755,-35.152661999787,-0.035152662000,0.001444872533,0.001794313711,0.997543936239,14277.448890160111,389.688715138460,404.304055999999,57.317073170732,2105.217985659954,2.094560529695,-0.016697872733,-0.142896999999,105.036585365854,17,99,39,91,99964.847338000211,130,128,14089.668316840107,15223.666399999993,12715.423074320104,13790.590799999994,90.246432977578,90.586527828802,1374.245242520003,1433.075599999998,12338.575720640110,80,75,-12070.882355819933,-10177.059436819949,1893.822918999984,928.371452000001,-2053.938623019961,-1.741277316097,-1.154849844920,-0.169700338166,-379.661343379965,-22.002253306406,109.579794712448,21.948068534339,197.789550000000,32.850299028088,187.780573320004,-1.186631047661,-3187.719677783739,False,False
development,5.000000000000,240.000000000000,125,48390,237,237,1367,2231.105599999970,2067.259761079783,179.718000000000,1887.541761079783,163.845838920185,0.163845838920,0.107458136934,0.137586603865,1.012057150902,13752.946635360107,455.452920273333,573.837955999997,57.383966244726,1759.158666320000,1.748274582974,0.093138749822,0.691332653672,110.168776371308,6,95,45,91,100163.845838920184,130,127,14089.668316840107,15223.666399999993,12590.388438320104,13656.840799999994,89.359012257740,89.707961545978,1499.279878520003,1566.825599999998,12213.541084640110,80,74,-12070.882355819933,-10281.257757459960,1789.624598359973,707.117516719998,-1854.940122099989,8.116057971663,-1.048836580519,-0.155187123503,-33.602024040010,-1.947315041227,43.815589577575,8.775956967656,28.255650000002,4.692899861156,-336.721681479999,-1.076794425105,-3190.888702487205,False,False
development,4.500000000000,240.000000000000,125,48390,240,240,1364,2206.996899999966,2093.359211339774,181.986000000000,1911.373211339774,113.637688660191,0.113637688660,0.079671694443,0.101436495035,1.008180898084,14004.250613360109,446.801934209999,517.326655999997,57.500000000000,2029.560775179940,2.019286326293,0.055991271634,0.473490369417,109.029166666667,8,97,43,92,100113.637688660194,130,127,14089.668316840107,15223.666399999993,12587.929044320103,13654.340799999994,89.341556956844,89.691539746299,1501.739272520004,1569.325599999998,12211.081690640109,80,74,-12070.882355819933,-10243.964692219957,1826.917663599976,873.930872719999,-1905.148272359983,5.629011240140,-1.076623023010,-0.159063376320,-304.004132899950,-17.617742904010,52.466575640909,10.508689133344,84.766950000002,14.078699583467,-85.417703479998,-1.113941903294,-3205.868082515533,False,False
development,5.500000000000,240.000000000000,125,48390,236,236,1368,2212.810599999970,2058.634474799778,178.997000000000,1879.637474799778,154.176125200190,0.154176125200,0.102447801307,0.131478175619,1.011236252170,13875.488433360108,491.770022999999,630.349255999998,58.050847457627,1713.327036039991,1.703683334213,0.089986396034,0.653288666103,110.330508474576,6,96,44,90,100154.176125200189,130,128,14089.668316840107,15223.666399999993,12714.127326320107,13789.340799999994,90.237236536818,90.578316928963,1375.540990519999,1434.325599999998,12337.279972640110,80,75,-12070.882355819933,-10992.942770179954,1077.939585639979,-47.518904000000,-1864.609835819984,7.637071397221,-1.053846916146,-0.156008022234,12.229606239998,0.708733978378,7.498486850909,1.501894612410,-28.255649999999,-4.692899861155,-214.179883479999,-1.079946778894,-3232.121220730529,False,False
development,3.250000000000,270.000000000000,125,48390,238,238,1366,1547.750799999982,2075.659397079771,180.243000000000,1895.416397079771,-527.908597079790,-0.527908597080,-0.244249070971,-0.300787789457,0.963521323312,13943.795011900113,367.905229029999,379.335455999997,56.722689075630,2770.553515179985,2.746182965997,-0.190542645788,-2.218103349075,110.189075630252,22,99,24,93,99472.091402920210,130,127,14089.668316840107,15223.666399999993,13085.522446900100,14167.183699999990,92.873175951631,93.060261094528,1004.145869940006,1056.482700000002,12965.041816540102,80,76,-12070.882355819933,-11086.172330419931,984.710025400002,1063.387851999997,-2546.694558099965,-26.149805242999,-1.400543788424,-0.203722951093,-1044.996872899996,-60.559986690395,131.363280820909,26.311148856582,222.758150000002,36.997262183183,-145.873304939994,-1.360475820716,-3272.481217229517,False,False
development,5.750000000000,240.000000000000,125,48390,235,235,1369,2048.010599999971,2049.962118799778,178.255000000000,1871.707118799778,-1.951518799808,-0.001951518800,0.017615575452,0.022386077235,0.999858108387,13751.636549360110,494.459669666666,658.604905999999,57.872340425532,1765.316636039992,1.755873644402,-0.001105478054,-0.008304335318,110.821276595745,5,95,45,90,99998.048481200196,130,128,14089.668316840107,15223.666399999993,12714.127326320107,13789.340799999994,90.237236536818,90.578316928963,1375.540990519999,1434.325599999998,12337.279972640110,80,75,-12070.882355819933,-11000.473480179957,1070.408875639976,-29.554714000000,-2020.737479819983,-0.096667939915,-1.138679142001,-0.167386166018,-39.759993760003,-2.304183634764,4.808840184243,0.963177146037,-56.511300000000,-9.385799722311,-338.031767479997,-1.171038652982,-3393.874050247861,False,False
development,4.000000000000,240.000000000000,125,48390,243,243,1361,1903.186299999969,2119.550681139768,184.275000000000,1935.275681139768,-216.364381139800,-0.216364381140,-0.090852215373,-0.112449570042,0.985043138562,14249.530221160112,438.861980923075,460.815355999996,57.613168724280,2179.849028299941,2.168813760130,-0.099256589943,-0.890388399752,106.432098765432,14,99,40,90,99783.635618860193,130,128,14089.668316840107,15223.666399999993,12715.423074320104,13790.590799999994,90.246432977578,90.586527828802,1374.245242520003,1433.075599999998,12338.575720640110,80,75,-12070.882355819933,-10520.773460419950,1550.108895399982,658.338652000003,-2235.150342159974,-10.717549325064,-1.247146932826,-0.182201135842,-454.292386019952,-26.327294908134,60.406528927833,12.099006393548,141.278250000003,23.464499305778,159.861904320005,-1.269189764871,-3447.524589816060,False,False
development,2.500000000000,270.000000000000,125,48390,247,247,1357,1658.078799999974,2153.892041999756,186.977000000000,1966.915041999755,-495.813241999782,-0.495813242000,-0.231803447090,-0.285730796974,0.967116615926,14582.113071500116,288.976043732307,298.715543999998,56.275303643725,2484.767151919950,2.468832657254,-0.199541128679,-2.007341060728,103.372469635628,35,105,22,85,99504.186758000214,130,127,14089.668316840107,15223.666399999993,12726.647069540097,13790.772899999989,90.326094151763,90.587723992691,1363.021247300010,1432.893500000004,12023.671626700099,80,76,-12070.882355819933,-10590.824892339930,1480.057463480003,1468.437051999997,-2514.599203019956,-24.559970773188,-1.388098164543,-0.200127658478,-759.210509639961,-43.998005689156,210.292466118601,42.120114120836,303.378062000000,50.387192120423,492.444754660009,-1.369474303607,-3478.786806860666,False,False
development,3.750000000000,240.000000000000,125,48390,244,244,1360,1817.704999999971,2128.260953599773,185.031000000000,1943.229953599773,-310.555953599803,-0.310555953600,-0.135909056310,-0.166744038427,0.978487877346,14125.767165160109,412.858010153845,432.559705999998,56.967213114754,2239.482627659963,2.228145470344,-0.138673080007,-1.272770301639,106.290983606557,15,98,41,90,99689.444046400196,130,128,14089.668316840107,15223.666399999993,12715.423074320104,13790.590799999994,90.246432977578,90.586527828802,1374.245242520003,1433.075599999998,12338.575720640110,80,75,-12070.882355819933,-10291.430890419957,1779.451465399976,793.355051999999,-2329.341914619978,-15.383302618316,-1.292203773763,-0.188756397058,-513.925985379974,-29.783199970818,86.410499697063,17.307420354403,169.533900000001,28.157399166933,36.098848320002,-1.308606254935,-3501.710896891449,False,False
development,4.250000000000,240.000000000000,125,48390,243,243,1361,1787.305899999967,2119.611736779777,184.282000000000,1935.329736779777,-332.305836779813,-0.332305836780,-0.151267613241,-0.187811077183,0.977027250733,14132.912623360109,448.145834381538,489.071005999998,57.613168724280,2139.148660779916,2.128319434159,-0.155344900928,-1.367513731604,107.695473251029,11,98,42,92,99667.694163220192,130,128,14089.668316840107,15223.666399999993,12715.423074320104,13790.590799999994,90.246432977578,90.586527828802,1374.245242520003,1433.075599999998,12338.575720640110,80,74,-12070.882355819933,-10183.697534819963,1887.184820999970,982.452572719997,-2351.091797799987,-16.460677020554,-1.307562330693,-0.190217023672,-413.592018499927,-23.968614438147,51.122675469370,10.239515303025,113.022600000001,18.771599444622,43.244306520002,-1.325278075856,-3503.285188041305,False,False
development,1.750000000000,,125,48390,263,263,1341,1923.541899999980,2293.368889939747,198.842000000000,2094.526889939747,-369.826989939766,-0.369826989940,-0.187253111749,-0.235909936296,0.976944874662,15671.161055520122,207.014134685713,211.732943999997,54.752851711027,2884.277595839842,2.852617787853,-0.128221704621,-1.406186273535,92.931558935361,68,112,0,83,99630.173010060229,130,125,14089.668316840107,15223.666399999993,12448.570398920097,13443.086399999995,88.352473024801,88.303868771060,1641.097917920009,1780.579999999998,10322.755061440108,80,80,-12070.882355819933,-9750.233854999922,2320.648500820011,1873.486252000003,-2388.612950959940,-18.319276886237,-1.343547829202,-0.190299399743,-1158.720953559852,-67.150560298550,292.254375165195,58.536512797987,390.360662000002,64.833882657110,1581.492738680015,-1.298154879549,-3508.886430897352,False,False
development,1.750000000000,330.000000000000,125,48390,263,263,1341,1905.834899999978,2293.330587339749,198.835000000000,2094.495587339749,-387.495687339771,-0.387495687340,-0.197200326664,-0.248364136079,0.975837170136,15649.354695120121,207.014134685713,211.732943999997,54.752851711027,2906.083956239847,2.874184786694,-0.133339467536,-1.473367632471,92.870722433460,67,111,2,83,99612.504312660225,130,125,14089.668316840107,15223.666399999993,12426.764038520094,13421.284399999993,88.197704580934,88.160657540420,1662.904278320013,1802.382000000000,10300.948701040106,80,80,-12070.882355819933,-9651.143676999924,2419.738678820009,1873.486252000003,-2406.281648359945,-19.194490888175,-1.353495044117,-0.191407104268,-1180.527313959858,-68.414289339121,292.254375165195,58.536512797987,390.360662000002,64.833882657110,1559.686378280014,-1.303272642464,-3548.361488697360,False,False
development,6.250000000000,240.000000000000,125,48390,234,234,1370,1855.923799999972,2041.232289439777,177.513000000000,1863.719289439777,-185.308489439808,-0.185308489440,-0.078028828435,-0.097845466786,0.986584686610,13627.897661360108,499.427843219999,715.116205999997,57.692307692308,1900.657143799923,1.891035256683,-0.097497063079,-0.791916621538,111.311965811966,3,94,45,92,99814.691510560195,130,127,14089.668316840107,15223.666399999993,12590.388438320104,13656.840799999994,89.359012257740,89.707961545978,1499.279878520003,1566.825599999998,12213.541084640110,80,75,-12070.882355819933,-11085.331513819952,985.550841999981,-63.422947639997,-2204.094450459982,-9.179204384112,-1.234323545888,-0.180659587795,-175.100501519933,-10.147479209293,-0.159333369091,-0.031913362439,-113.022599999998,-18.771599444622,-461.770655479999,-1.267430238006,-3703.374328979985,False,False
development,6.000000000000,240.000000000000,125,48390,234,234,1370,1834.755599999971,2041.206455799780,177.513000000000,1863.693455799780,-206.450855799811,-0.206450855800,-0.088076373272,-0.109953043597,0.985076936905,13627.897661360108,501.189707083332,686.860555999998,57.692307692308,1941.045124039985,1.931204885151,-0.106360667891,-0.882268614529,111.282051282051,4,94,45,91,99793.549144200195,130,127,14089.668316840107,15223.666399999993,12590.388438320104,13656.840799999994,89.359012257740,89.707961545978,1499.279878520003,1566.825599999998,12213.541084640110,80,75,-12070.882355819933,-11106.473880179958,964.408475639975,-110.060213999999,-2225.236816819986,-10.226485609969,-1.244371090724,-0.182167337499,-215.488481759996,-12.488056113607,-1.921197232424,-0.384802404822,-84.766949999999,-14.078699583466,-461.770655479999,-1.276293842819,-3724.516695339988,False,False
