entry_time,exit_time,direction,entry_price,exit_price,shares,entry_z,exit_z,duration_bars,gross_pnl,commission,slippage,net_pnl,reconciliation_error,exit_reason
2026-06-22 10:25:00-04:00,2026-06-22 11:04:00-04:00,SHORT,211.462699,209.71193399999999,94,-2.1137113017730305,0.5882006958456278,39,172.49000000000075,0.658,7.918090000000632,163.91391000000013,0.0,TAKE_PROFIT
2026-06-22 11:10:00-04:00,2026-06-22 11:46:00-04:00,LONG,209.89197,210.33782402,95,1.9683834596808718,-0.8044418528483097,36,50.34049999999979,0.665,7.984368099998562,41.69113190000123,0.0,TAKE_PROFIT
2026-06-22 12:23:00-04:00,2026-06-22 12:30:00-04:00,SHORT,209.368118,209.806953,95,-1.935549245490993,-0.3915231972241389,7,-33.72499999999903,0.665,7.964324999999377,-42.354324999998404,0.0,TAKE_PROFIT
2026-06-22 12:59:00-04:00,2026-06-22 14:06:00-04:00,SHORT,209.44730216000002,209.006793,95,-2.4720616614517983,0.309885168701046,67,49.79900000000072,0.665,7.950629799997557,41.18337020000316,0.0,TAKE_PROFIT
2026-06-22 15:06:00-04:00,2026-06-22 15:10:00-04:00,SHORT,208.438304,208.59171,95,-1.9329751101515318,0.9037204704021652,4,-6.650000000002052,0.665,7.923569999999671,-15.238570000001722,0.0,TAKE_PROFIT
2026-06-22 15:22:00-04:00,2026-06-22 15:56:00-04:00,SHORT,208.283335,208.221636,96,-1.3967567670505108,-0.09114810342324386,34,13.919999999998254,0.672,7.996895999997832,5.251104000000421,0.0,TAKE_PROFIT
2026-06-23 10:41:00-04:00,2026-06-23 10:57:00-04:00,LONG,202.780548,202.139564,98,1.1904199546095802,-0.9221829799819161,16,-54.88000000000022,0.686,7.936432000000082,-63.502432000000304,0.0,TAKE_PROFIT
2026-06-23 11:04:00-04:00,2026-06-23 11:28:00-04:00,SHORT,201.88461500000003,200.850162,99,-1.6055447844641817,0.3012332472447999,24,110.3850000000009,0.6930000000000001,7.974152999999575,101.71784700000133,0.0,TAKE_PROFIT
2026-06-23 11:43:00-04:00,2026-06-23 11:57:00-04:00,LONG,201.39027,201.58877418,99,2.009602767330796,0.2793448299894957,14,27.63089999999997,0.6930000000000001,7.978986179998515,18.958913820001452,0.0,TAKE_PROFIT
2026-06-23 12:26:00-04:00,2026-06-23 12:39:00-04:00,SHORT,202.099572,202.210434,98,-2.4401900701966515,-0.44786361192560337,13,-2.9400000000001114,0.686,7.924475999999629,-11.55047599999974,0.0,TAKE_PROFIT
2026-06-23 13:02:00-04:00,2026-06-23 13:14:00-04:00,LONG,202.225437,202.20955,98,1.91494200184148,-0.1258446118127385,12,6.369999999999777,0.686,7.926925999999014,-2.242925999999237,0.0,TAKE_PROFIT
2026-06-23 13:22:00-04:00,2026-06-23 13:36:00-04:00,LONG,202.64051999999998,202.57937602,98,2.1396763784687893,-0.32645209838514666,14,1.9502000000006774,0.686,7.942310039997608,-6.67811003999693,0.0,TAKE_PROFIT
2026-06-23 13:59:00-04:00,2026-06-23 14:16:00-04:00,LONG,201.69033,201.679656,99,1.5575571870341427,-0.3414418811581114,17,6.929999999999325,0.6930000000000001,7.986725999998782,-1.7497259999994572,0.0,TAKE_PROFIT
2026-06-23 14:34:00-04:00,2026-06-23 14:46:00-04:00,SHORT,201.369718,200.68012799999997,99,-1.6398020759479452,0.15955046838043893,12,76.23000000000101,0.6930000000000001,7.960589999997239,67.57641000000378,0.0,TAKE_PROFIT
2026-06-23 15:03:00-04:00,2026-06-23 15:10:00-04:00,SHORT,200.884815,200.935179,99,-2.1092177855095975,0.13002651291181314,7,2.9700000000001125,0.6930000000000001,7.956036000000296,-5.679036000000183,0.0,TAKE_PROFIT
2026-06-23 15:21:00-04:00,2026-06-23 15:28:00-04:00,LONG,200.825157,201.119768,99,1.6153798974526425,0.1121177966372908,7,37.125,0.6930000000000001,7.958510999999675,28.473489000000328,0.0,TAKE_PROFIT
2026-06-23 15:41:00-04:00,2026-06-23 15:52:00-04:00,SHORT,200.839824,200.980188,99,-2.4152500340160876,1.2541231823232792,11,-5.940000000000225,0.6930000000000001,7.956036000000296,-14.58903600000052,0.0,TAKE_PROFIT
2026-06-24 10:10:00-04:00,2026-06-24 10:31:00-04:00,SHORT,199.31512899999998,200.310054,100,-2.4689820127667117,0.6148032921152703,21,-91.50000000000205,0.7000000000000001,7.992500000000291,-100.19250000000234,0.0,TAKE_PROFIT
