date,daily_net_pnl,daily_gross_pnl,equity,daily_return
2026-05-13,-487.9182215000,-419.3625000000,109468.4938354413,-0.0044373785
2026-05-14,-380.6054330400,-321.8000000000,109087.8884024013,-0.0034768491
2026-05-15,329.6362120000,407.8300000000,109417.5246144013,0.0030217489
2026-05-18,-68.7980064000,27.5440000000,109348.7266080013,-0.0006287659
2026-05-19,-400.8133654000,-304.6250000000,108947.9132426013,-0.0036654598
2026-05-20,-497.8136491200,-433.6300000000,108450.0995934813,-0.0045692812
2026-05-21,-227.2423780000,-149.7000000000,108222.8572154813,-0.0020953635
2026-05-22,84.7179375400,167.3575000000,108307.5751530214,0.0007828100
2026-05-26,-65.1910530000,7.9750000000,108242.3841000214,-0.0006019067
2026-05-27,-264.8576745600,-186.9692000000,107977.5264254614,-0.0024468943
2026-05-28,201.4416677200,261.0900000000,108178.9680931814,0.0018655888
2026-05-29,247.1164376800,361.4550000000,108426.0845308614,0.0022843298
2026-06-01,165.8597906600,239.1939000000,108591.9443215214,0.0015297038
2026-06-02,-1056.4290980800,-942.1650000000,107535.5152234414,-0.0097284297
2026-06-03,291.8013548000,378.1840000000,107827.3165782414,0.0027135347
2026-06-04,-204.9544575000,-123.7825000000,107622.3621207414,-0.0019007656
2026-06-05,131.3188088800,250.0400000000,107753.6809296214,0.0012201814
2026-06-08,49.3201290800,149.7774000000,107803.0010587014,0.0004577118
2026-06-09,-1452.2566733200,-1320.0900000000,106350.7443853814,-0.0134713937
2026-06-10,78.3691930200,161.0189000000,106429.1135784015,0.0007368937
2026-06-11,-208.0923540000,-93.3400000000,106221.0212244015,-0.0019552202
2026-06-12,217.3114358000,303.9700000000,106438.3326602015,0.0020458421
2026-06-15,505.5560762400,579.0388000000,106943.8887364415,0.0047497557
2026-06-16,-195.6920798000,-95.1650000000,106748.1966566415,-0.0018298575
2026-06-17,277.1531423600,382.8922000000,107025.3497990015,0.0025963262
2026-06-18,201.4406522800,302.4598000000,107226.7904512815,0.0018821770
2026-06-22,166.8168975200,245.0050000000,107393.6073488015,0.0015557390
2026-06-23,-363.3013152000,-299.1450000000,107030.3060336015,-0.0033828952
2026-06-24,-367.3630517400,-275.6563000000,106662.9429818615,-0.0034323274
2026-06-25,141.1543711000,265.7611000000,106804.0973529616,0.0013233684
2026-06-26,-182.6001304000,-62.4100000000,106621.4972225616,-0.0017096735
2026-06-29,-747.2395501400,-660.5343000000,105874.2576724216,-0.0070083386
2026-06-30,131.1062900000,227.1200000000,106005.3639624216,0.0012383207
2026-07-01,200.3674940000,255.1100000000,106205.7314564216,0.0018901637
2026-07-02,-191.6651817000,-100.0971000000,106014.0662747216,-0.0018046595
2026-07-06,-452.6153328000,-369.9100000000,105561.4509419216,-0.0042693894
2026-07-07,-511.7440800000,-442.3500000000,105049.7068619216,-0.0048478311
2026-07-08,-295.9872888000,-199.3410000000,104753.7195731216,-0.0028175927
2026-07-09,-1157.4276681200,-1065.4686000000,103596.2919050016,-0.0110490365
2026-07-10,-441.4569986600,-373.1197000000,103154.8349063417,-0.0042613205
2026-07-13,-78.0227021200,3.4886000000,103076.8122042217,-0.0007563650
2026-07-14,-186.1543020400,-108.2900000000,102890.6579021817,-0.0018059765
2026-07-15,-330.3421164000,-243.2780000000,102560.3157857817,-0.0032106133
2026-07-16,-63.5523082000,50.9700000000,102496.7634775817,-0.0006196579
2026-07-17,299.1716028800,414.7600000000,102795.9350804617,0.0029188395
2026-07-20,-712.8315020800,-621.0350000000,102083.1035783817,-0.0069344328
2026-07-21,202.4704240400,280.3200000000,102285.5740024217,0.0019833882
2026-07-22,-817.0659690400,-716.7958000000,101468.5080333817,-0.0079880861
2026-07-23,161.8446769200,238.9146000000,101630.3527103017,0.0015950237
2026-07-24,198.2484554200,280.3617000000,101828.6011657217,0.0019506816
2026-07-27,244.7925080000,322.9900000000,102073.3936737217,0.0024039661
2026-07-28,414.2016506000,514.7230000000,102487.5953243217,0.0040578807
2026-07-29,-306.0770849600,-196.0800000000,102181.5182393618,-0.0029864793
2026-07-30,-10.5566356000,66.7720000000,102170.9616037618,-0.0001033126
2026-07-31,-881.0719709600,-798.0000000000,101289.8896328018,-0.0086235067
2026-08-03,400.8432714000,483.2022000000,101690.7329042018,0.0039573868
2026-08-04,73.3963875600,160.8082000000,101764.1292917618,0.0007217608
2026-08-05,50.8517104000,155.3990000000,101814.9810021618,0.0004997017
2026-08-06,71.2009063600,130.3382000000,101886.1819085218,0.0006993166
2026-08-07,215.2146913800,275.2951000000,102101.3965999018,0.0021123050
2026-08-10,-210.4430390000,-122.9950000000,101890.9535609018,-0.0020611181
2026-08-11,2.5202830000,93.6550000000,101893.4738439019,0.0000247351
2026-08-12,284.1315059600,348.6362000000,102177.6053498619,0.0027885153
2026-08-13,-136.8594794200,-50.4601000000,102040.7458704419,-0.0013394274
2026-08-14,278.6132865200,370.0000000000,102319.3591569619,0.0027304121
2026-08-17,27.5876554000,95.7180000000,102346.9468123619,0.0002696230
2026-08-18,-203.1622705200,-143.4314000000,102143.7845418419,-0.0019850350
2026-08-19,-127.9231714400,-54.3428000000,102015.8613704019,-0.0012523833
2026-08-20,529.0327512000,598.5100000000,102544.8941216019,0.0051857892
2026-08-21,-338.0624180000,-278.3700000000,102206.8317036019,-0.0032967260
