variant,symbol,signal_time,entry_time,direction,entry_z,status,requested_notional,pro_rata_allocated_notional,actual_entry_notional,shares,entry_reference,entry_price
equal_allocation,AMD,2025-08-26 10:26:00-04:00,2025-08-26 10:27:00-04:00,SHORT,2.6278207694,FILLED,11111.1100000000,11111.1100000000,11050.1495280000,66,167.4600000000,167.4265080000
equal_allocation,AMZN,2025-08-26 10:46:00-04:00,2025-08-26 10:47:00-04:00,SHORT,2.5617941664,FILLED,11111.1100000000,11111.1100000000,10944.6906240000,48,228.0600000000,228.0143880000
equal_allocation,GOOGL,2025-08-26 10:55:00-04:00,2025-08-26 10:56:00-04:00,LONG,-2.5933140896,FILLED,11111.1100000000,11111.1100000000,10933.9663560000,53,206.2600000000,206.3012520000
equal_allocation,AVGO,2025-08-26 11:13:00-04:00,2025-08-26 11:14:00-04:00,SHORT,2.6136466193,FILLED,11111.1100000000,11111.1100000000,11036.7422100000,37,298.3500000000,298.2903300000
equal_allocation,AAPL,2025-08-26 11:37:00-04:00,2025-08-26 11:38:00-04:00,SHORT,2.5069033551,FILLED,11111.1100000000,11111.1100000000,10903.4188800000,48,227.2000000000,227.1545600000
equal_allocation,MSFT,2025-08-26 12:26:00-04:00,2025-08-26 12:27:00-04:00,LONG,-2.5017342398,FILLED,11111.1100000000,11111.1100000000,11051.0717724000,22,502.2210000000,502.3214442000
equal_allocation,META,2025-08-26 13:28:00-04:00,2025-08-26 13:29:00-04:00,LONG,-2.7183194013,FILLED,11111.1100000000,11111.1100000000,10512.4620720000,14,750.7400000000,750.8901480000
equal_allocation,NVDA,2025-08-26 13:35:00-04:00,2025-08-26 13:36:00-04:00,SHORT,2.7338644824,FILLED,11111.1100000000,11111.1100000000,11075.3844800000,61,181.6000000000,181.5636800000
equal_allocation,TSLA,2025-08-26 15:12:00-04:00,2025-08-26 15:13:00-04:00,SHORT,2.5685523339,FILLED,11111.1100000000,11111.1100000000,10810.3275020000,31,348.7900000000,348.7202420000
equal_allocation,MSFT,2025-08-27 10:17:00-04:00,2025-08-27 10:18:00-04:00,SHORT,2.5010029884,FILLED,11111.1100000000,11111.1100000000,11049.0849409600,22,502.3316000000,502.2311336800
equal_allocation,AAPL,2025-08-27 10:18:00-04:00,2025-08-27 10:19:00-04:00,LONG,-2.5895760999,FILLED,11111.1100000000,11111.1100000000,11011.9619520000,48,229.3700000000,229.4158740000
equal_allocation,TSLA,2025-08-27 11:03:00-04:00,2025-08-27 11:04:00-04:00,SHORT,2.5015664775,FILLED,11111.1100000000,11111.1100000000,10930.5834460000,31,352.6700000000,352.5994660000
equal_allocation,META,2025-08-27 11:05:00-04:00,2025-08-27 11:06:00-04:00,LONG,-2.5529790996,FILLED,11111.1100000000,11111.1100000000,10471.5724957200,14,747.8199000000,747.9694639800
equal_allocation,AMZN,2025-08-27 11:17:00-04:00,2025-08-27 11:18:00-04:00,LONG,-2.5943317886,FILLED,11111.1100000000,11111.1100000000,10976.6748960000,48,228.6350000000,228.6807270000
equal_allocation,AMD,2025-08-27 11:43:00-04:00,2025-08-27 11:44:00-04:00,SHORT,2.5477963645,FILLED,11111.1100000000,11111.1100000000,10982.0577490800,66,166.4281000000,166.3948143800
equal_allocation,NVDA,2025-08-27 12:20:00-04:00,2025-08-27 12:21:00-04:00,LONG,-2.6000943297,FILLED,11111.1100000000,11111.1100000000,11079.4860541200,61,181.5946000000,181.6309189200
equal_allocation,AVGO,2025-08-27 12:22:00-04:00,2025-08-27 12:23:00-04:00,LONG,-2.5267358950,FILLED,11111.1100000000,11111.1100000000,11028.9453480000,37,298.0200000000,298.0796040000
equal_allocation,GOOGL,2025-08-27 15:02:00-04:00,2025-08-27 15:03:00-04:00,SHORT,2.5706226060,FILLED,11111.1100000000,11111.1100000000,10979.6686270000,53,207.2050000000,207.1635590000
equal_allocation,META,2025-08-28 10:47:00-04:00,2025-08-28 10:48:00-04:00,LONG,-2.5591495228,FILLED,11111.1100000000,11111.1100000000,10507.4210640000,14,750.3800000000,750.5300760000
equal_allocation,AMD,2025-08-28 10:52:00-04:00,2025-08-28 10:53:00-04:00,LONG,-2.7967619304,FILLED,11111.1100000000,11111.1100000000,11096.1587880000,66,168.0900000000,168.1236180000
equal_allocation,AAPL,2025-08-28 10:53:00-04:00,2025-08-28 10:54:00-04:00,SHORT,2.5955037640,FILLED,11111.1100000000,11111.1100000000,10891.7162210000,47,231.7850000000,231.7386430000
equal_allocation,MSFT,2025-08-28 10:54:00-04:00,2025-08-28 10:55:00-04:00,SHORT,2.7279226868,FILLED,11111.1100000000,11111.1100000000,10658.5178700000,21,507.6500000000,507.5484700000
equal_allocation,NVDA,2025-08-28 11:54:00-04:00,2025-08-28 11:55:00-04:00,LONG,-2.6146474324,FILLED,11111.1100000000,11111.1100000000,11080.9957560000,62,178.6900000000,178.7257380000
equal_allocation,AMZN,2025-08-28 12:50:00-04:00,2025-08-28 12:51:00-04:00,LONG,-2.7004251446,FILLED,11111.1100000000,11111.1100000000,10915.1125860000,47,232.1900000000,232.2364380000
equal_allocation,TSLA,2025-08-28 12:56:00-04:00,2025-08-28 12:57:00-04:00,SHORT,2.5945109483,FILLED,11111.1100000000,11111.1100000000,11002.2471104000,32,343.8890000000,343.8202222000
equal_allocation,NVDA,2025-08-28 13:09:00-04:00,2025-08-28 13:10:00-04:00,LONG,-2.5411680565,FILLED,11111.1100000000,11111.1100000000,11082.5460660000,62,178.7150000000,178.7507430000
equal_allocation,AVGO,2025-08-28 13:37:00-04:00,2025-08-28 13:38:00-04:00,SHORT,2.6844435286,FILLED,11111.1100000000,11111.1100000000,10828.9337800000,35,309.4600000000,309.3981080000
equal_allocation,GOOGL,2025-08-28 13:44:00-04:00,2025-08-28 13:45:00-04:00,LONG,-2.5683528197,FILLED,11111.1100000000,11111.1100000000,11012.6820960000,52,211.7400000000,211.7823480000
equal_allocation,NVDA,2025-08-28 14:24:00-04:00,2025-08-28 14:25:00-04:00,SHORT,3.2565388979,FILLED,11111.1100000000,11111.1100000000,11019.3793832600,61,180.6817000000,180.6455636600
equal_allocation,AMZN,2025-08-29 10:03:00-04:00,2025-08-29 10:04:00-04:00,SHORT,2.9630948785,FILLED,11111.1100000000,11111.1100000000,11039.4716640000,48,230.0350000000,229.9889930000
equal_allocation,AVGO,2025-08-29 10:08:00-04:00,2025-08-29 10:09:00-04:00,LONG,-2.5001035418,FILLED,11111.1100000000,11111.1100000000,10961.0367690000,37,296.1850000000,296.2442370000
equal_allocation,TSLA,2025-08-29 10:18:00-04:00,2025-08-29 10:19:00-04:00,LONG,-2.9985568225,FILLED,11111.1100000000,11111.1100000000,10804.2404160000,32,337.5650000000,337.6325130000
equal_allocation,AMD,2025-08-29 10:49:00-04:00,2025-08-29 10:50:00-04:00,SHORT,2.7730039468,FILLED,11111.1100000000,11111.1100000000,11101.4108736800,68,163.2887000000,163.2560422600
equal_allocation,NVDA,2025-08-29 10:50:00-04:00,2025-08-29 10:51:00-04:00,LONG,-2.6093495340,FILLED,11111.1100000000,11111.1100000000,10938.6218869200,63,173.5942000000,173.6289188400
equal_allocation,AAPL,2025-08-29 11:34:00-04:00,2025-08-29 11:35:00-04:00,LONG,-3.9240418312,FILLED,11111.1100000000,11111.1100000000,10913.7023040000,47,232.1600000000,232.2064320000
equal_allocation,META,2025-08-29 11:37:00-04:00,2025-08-29 11:38:00-04:00,SHORT,2.5455998862,FILLED,11111.1100000000,11111.1100000000,10379.9511944800,14,741.5734000000,741.4250853200
equal_allocation,MSFT,2025-08-29 12:31:00-04:00,2025-08-29 12:32:00-04:00,LONG,-2.5831694374,FILLED,11111.1100000000,11111.1100000000,10659.0013740000,21,507.4700000000,507.5714940000
equal_allocation,NVDA,2025-08-29 13:05:00-04:00,2025-08-29 13:06:00-04:00,LONG,-3.2425928835,FILLED,11111.1100000000,11111.1100000000,10942.7681160000,63,173.6600000000,173.6947320000
equal_allocation,AMZN,2025-08-29 13:05:00-04:00,2025-08-29 13:06:00-04:00,SHORT,2.7776101221,FILLED,11111.1100000000,11111.1100000000,10955.4884640000,48,228.2850000000,228.2393430000
equal_allocation,META,2025-08-29 13:40:00-04:00,2025-08-29 13:41:00-04:00,LONG,-2.5141782714,FILLED,11111.1100000000,11111.1100000000,11061.3368250000,15,737.2750000000,737.4224550000
equal_allocation,GOOGL,2025-08-29 13:59:00-04:00,2025-08-29 14:00:00-04:00,SHORT,2.7316132636,FILLED,11111.1100000000,11111.1100000000,11050.3894800000,52,212.5500000000,212.5074900000
equal_allocation,GOOGL,2025-08-29 14:12:00-04:00,2025-08-29 14:13:00-04:00,SHORT,3.0079229153,FILLED,11111.1100000000,11111.1100000000,10901.6192400000,51,213.8000000000,213.7572400000
equal_allocation,GOOGL,2025-09-02 10:21:00-04:00,2025-09-02 10:22:00-04:00,SHORT,2.7367605289,FILLED,11111.1100000000,11111.1100000000,10911.0573520000,52,209.8700000000,209.8280260000
equal_allocation,AAPL,2025-09-02 10:42:00-04:00,2025-09-02 10:43:00-04:00,LONG,-2.9644968069,FILLED,11111.1100000000,11111.1100000000,11014.8425280000,48,229.4300000000,229.4758860000
equal_allocation,AVGO,2025-09-02 10:48:00-04:00,2025-09-02 10:49:00-04:00,SHORT,2.9289370873,FILLED,11111.1100000000,11111.1100000000,10883.4078830000,37,294.2050000000,294.1461590000
equal_allocation,AMD,2025-09-02 10:54:00-04:00,2025-09-02 10:55:00-04:00,SHORT,2.5890624417,FILLED,11111.1100000000,11111.1100000000,11067.4560660000,69,160.4300000000,160.3979140000
equal_allocation,META,2025-09-02 10:58:00-04:00,2025-09-02 10:59:00-04:00,SHORT,2.5035186525,FILLED,11111.1100000000,11111.1100000000,10994.4506700000,15,733.1100000000,732.9633780000
equal_allocation,MSFT,2025-09-02 11:08:00-04:00,2025-09-02 11:09:00-04:00,LONG,-2.8622351030,FILLED,11111.1100000000,11111.1100000000,11033.4462480000,22,501.4200000000,501.5202840000
