variant,symbol,lead_symbol,signal_time,entry_time,exit_time,direction,entry_z,entry_reference,entry_price,exit_reference,exit_price,shares,requested_notional,allocated_notional,entry_notional,stop_usd_per_share,target_usd_per_share,gross_risk_usd,gross_reward_usd,stop_price,target_price,exit_reason,duration_bars,gross_pnl,slippage,commissions,costs,net_pnl
uncapped_diagnostic,AAPL,QQQ,2025-08-25 14:02:00-04:00,2025-08-25 14:03:00-04:00,2025-08-25 15:59:00-04:00,LONG,-2.5433717800,228.2100000000,228.2556420000,227.1500000000,227.1045700000,87,20000.0000000000,20000.0000000000,19858.2408540000,3.0000000000,7.5000000000,261.0000000000,652.5000000000,225.2100000000,235.7100000000,FORCED_EOD,116,-92.2200000000,7.9232640000,0.6090000000,8.5322640000,-100.7522640000
uncapped_diagnostic,AMZN,QQQ,2025-08-25 15:18:00-04:00,2025-08-25 15:19:00-04:00,2025-08-25 15:59:00-04:00,SHORT,2.6835784348,228.7000000000,228.6542600000,227.8900000000,227.9355780000,87,20000.0000000000,20000.0000000000,19892.9206200000,2.0000000000,1.2500000000,174.0000000000,108.7500000000,230.7000000000,227.4500000000,FORCED_EOD,40,70.4700000000,7.9446660000,0.6090000000,8.5536660000,61.9163340000
uncapped_diagnostic,GOOGL,QQQ,2025-08-25 11:38:00-04:00,2025-08-25 11:39:00-04:00,2025-08-25 15:59:00-04:00,LONG,-2.5288062345,208.7000000000,208.7417400000,208.5100000000,208.4682980000,95,20000.0000000000,20000.0000000000,19830.4653000000,1.2500000000,3.2500000000,118.7500000000,308.7500000000,207.4500000000,211.9500000000,FORCED_EOD,260,-18.0500000000,7.9269900000,0.6650000000,8.5919900000,-26.6419900000
uncapped_diagnostic,META,QQQ,2025-08-25 13:31:00-04:00,2025-08-25 13:32:00-04:00,2025-08-25 15:59:00-04:00,SHORT,2.6650239288,755.4500000000,755.2989100000,753.4000000000,753.5506800000,26,20000.0000000000,20000.0000000000,19637.7716600000,8.0000000000,2.7500000000,208.0000000000,71.5000000000,763.4500000000,752.7000000000,FORCED_EOD,147,53.3000000000,7.8460200000,0.1820000000,8.0280200000,45.2719800000
uncapped_diagnostic,AVGO,QQQ,2025-08-25 11:50:00-04:00,2025-08-25 11:51:00-04:00,2025-08-25 15:59:00-04:00,SHORT,2.6783518611,297.8900000000,297.8304220000,294.1100000000,294.1688220000,67,20000.0000000000,20000.0000000000,19954.6382740000,10.5000000000,5.0000000000,703.5000000000,335.0000000000,308.3900000000,292.8900000000,FORCED_EOD,248,253.2600000000,7.9328000000,0.4690000000,8.4018000000,244.8582000000
uncapped_diagnostic,TSLA,QQQ,2025-08-25 14:17:00-04:00,2025-08-25 14:18:00-04:00,2025-08-25 15:59:00-04:00,LONG,-3.0291239571,346.5350000000,346.6043070000,346.5800000000,346.5106840000,57,20000.0000000000,20000.0000000000,19756.4454990000,19.7500000000,7.0000000000,1125.7500000000,399.0000000000,326.7850000000,353.5350000000,FORCED_EOD,101,2.5650000000,7.9015110000,0.3990000000,8.3005110000,-5.7355110000
uncapped_diagnostic,AMD,QQQ,2025-08-25 11:27:00-04:00,2025-08-25 11:28:00-04:00,2025-08-25 15:59:00-04:00,LONG,-2.7171235369,164.3401000000,164.3729680200,162.5901000000,162.5575819800,121,20000.0000000000,20000.0000000000,19889.1291304200,1.7500000000,4.0000000000,211.7500000000,484.0000000000,162.5901000000,168.3401000000,STOP,271,-211.7500000000,7.9117108400,0.8470000000,8.7587108400,-220.5087108400
uncapped_diagnostic,META,QQQ,2025-08-26 13:28:00-04:00,2025-08-26 13:29:00-04:00,2025-08-26 15:22:00-04:00,LONG,-2.7183194013,750.7400000000,750.8901480000,753.4900000000,753.3393020000,26,20000.0000000000,20000.0000000000,19523.1438480000,8.0000000000,2.7500000000,208.0000000000,71.5000000000,742.7400000000,753.4900000000,TAKE_PROFIT_BRACKET,113,71.5000000000,7.8219960000,0.1820000000,8.0039960000,63.4960040000
uncapped_diagnostic,NVDA,QQQ,2025-08-26 13:35:00-04:00,2025-08-26 13:36:00-04:00,2025-08-26 15:59:00-04:00,SHORT,2.7338644824,181.6000000000,181.5636800000,181.7000000000,181.7363400000,110,20000.0000000000,20000.0000000000,19972.0048000000,5.2500000000,1.2500000000,577.5000000000,137.5000000000,186.8500000000,180.3500000000,FORCED_EOD,143,-11.0000000000,7.9926000000,0.7700000000,8.7626000000,-19.7626000000
uncapped_diagnostic,MSFT,QQQ,2025-08-26 12:26:00-04:00,2025-08-26 12:27:00-04:00,2025-08-26 15:59:00-04:00,LONG,-2.5017342398,502.2210000000,502.3214442000,502.0600000000,501.9595880000,39,20000.0000000000,20000.0000000000,19590.5363238000,11.7500000000,9.0000000000,458.2500000000,351.0000000000,490.4710000000,511.2210000000,FORCED_EOD,212,-6.2790000000,7.8333918000,0.2730000000,8.1063918000,-14.3853918000
uncapped_diagnostic,AAPL,QQQ,2025-08-26 11:37:00-04:00,2025-08-26 11:38:00-04:00,2025-08-26 15:59:00-04:00,SHORT,2.5069033551,227.2000000000,227.1545600000,229.3000000000,229.3458600000,88,20000.0000000000,20000.0000000000,19989.6012800000,3.0000000000,7.5000000000,264.0000000000,660.0000000000,230.2000000000,219.7000000000,FORCED_EOD,261,-184.8000000000,8.0344000000,0.6160000000,8.6504000000,-193.4504000000
uncapped_diagnostic,AMZN,QQQ,2025-08-26 10:46:00-04:00,2025-08-26 10:47:00-04:00,2025-08-26 15:59:00-04:00,SHORT,2.5617941664,228.0600000000,228.0143880000,228.7200000000,228.7657440000,87,20000.0000000000,20000.0000000000,19837.2517560000,2.0000000000,1.2500000000,174.0000000000,108.7500000000,230.0600000000,226.8100000000,FORCED_EOD,312,-57.4200000000,7.9479720000,0.6090000000,8.5569720000,-65.9769720000
uncapped_diagnostic,GOOGL,QQQ,2025-08-26 10:55:00-04:00,2025-08-26 10:56:00-04:00,2025-08-26 15:59:00-04:00,LONG,-2.5933140896,206.2600000000,206.3012520000,207.1700000000,207.1285660000,96,20000.0000000000,20000.0000000000,19804.9201920000,1.2500000000,3.2500000000,120.0000000000,312.0000000000,205.0100000000,209.5100000000,FORCED_EOD,303,87.3600000000,7.9378560000,0.6720000000,8.6098560000,78.7501440000
uncapped_diagnostic,AVGO,QQQ,2025-08-26 11:13:00-04:00,2025-08-26 11:14:00-04:00,2025-08-26 15:59:00-04:00,SHORT,2.6136466193,298.3500000000,298.2903300000,298.0000000000,298.0596000000,67,20000.0000000000,20000.0000000000,19985.4521100000,10.5000000000,5.0000000000,703.5000000000,335.0000000000,308.8500000000,293.3500000000,FORCED_EOD,285,23.4500000000,7.9910900000,0.4690000000,8.4600900000,14.9899100000
uncapped_diagnostic,TSLA,QQQ,2025-08-26 15:12:00-04:00,2025-08-26 15:13:00-04:00,2025-08-26 15:59:00-04:00,SHORT,2.5685523339,348.7900000000,348.7202420000,351.6800000000,351.7503360000,57,20000.0000000000,20000.0000000000,19877.0537940000,19.7500000000,7.0000000000,1125.7500000000,399.0000000000,368.5400000000,341.7900000000,FORCED_EOD,46,-164.7300000000,7.9853580000,0.3990000000,8.3843580000,-173.1143580000
uncapped_diagnostic,AMD,QQQ,2025-08-26 10:26:00-04:00,2025-08-26 10:27:00-04:00,2025-08-26 15:59:00-04:00,SHORT,2.6278207694,167.4600000000,167.4265080000,166.6200000000,166.6533240000,119,20000.0000000000,20000.0000000000,19923.7544520000,1.7500000000,4.0000000000,208.2500000000,476.0000000000,169.2100000000,163.4600000000,FORCED_EOD,332,99.9600000000,7.9511040000,0.8330000000,8.7841040000,91.1758960000
uncapped_diagnostic,NVDA,QQQ,2025-08-27 12:20:00-04:00,2025-08-27 12:21:00-04:00,2025-08-27 15:59:00-04:00,LONG,-2.6000943297,181.5946000000,181.6309189200,181.6000000000,181.5636800000,110,20000.0000000000,20000.0000000000,19979.4010812000,5.2500000000,1.2500000000,577.5000000000,137.5000000000,176.3446000000,182.8446000000,FORCED_EOD,218,0.5940000000,7.9902812000,0.7700000000,8.7602812000,-8.1662812000
uncapped_diagnostic,MSFT,QQQ,2025-08-27 10:17:00-04:00,2025-08-27 10:18:00-04:00,2025-08-27 15:59:00-04:00,SHORT,2.5010029884,502.3316000000,502.2311336800,506.5800000000,506.6813160000,39,20000.0000000000,20000.0000000000,19587.0142135200,11.7500000000,9.0000000000,458.2500000000,351.0000000000,514.0816000000,493.3316000000,FORCED_EOD,341,-165.6876000000,7.8695104800,0.2730000000,8.1425104800,-173.8301104800
uncapped_diagnostic,AAPL,QQQ,2025-08-27 10:18:00-04:00,2025-08-27 10:19:00-04:00,2025-08-27 15:59:00-04:00,LONG,-2.5895760999,229.3700000000,229.4158740000,230.5000000000,230.4539000000,87,20000.0000000000,20000.0000000000,19959.1810380000,3.0000000000,7.5000000000,261.0000000000,652.5000000000,226.3700000000,236.8700000000,FORCED_EOD,340,98.3100000000,8.0017380000,0.6090000000,8.6107380000,89.6992620000
uncapped_diagnostic,AMZN,QQQ,2025-08-27 11:17:00-04:00,2025-08-27 11:18:00-04:00,2025-08-27 15:59:00-04:00,LONG,-2.5943317886,228.6350000000,228.6807270000,229.0500000000,229.0041900000,87,20000.0000000000,20000.0000000000,19895.2232490000,2.0000000000,1.2500000000,174.0000000000,108.7500000000,226.6350000000,229.8850000000,FORCED_EOD,281,36.1050000000,7.9637190000,0.6090000000,8.5727190000,27.5322810000
uncapped_diagnostic,GOOGL,QQQ,2025-08-27 15:02:00-04:00,2025-08-27 15:03:00-04:00,2025-08-27 15:59:00-04:00,SHORT,2.5706226060,207.2050000000,207.1635590000,207.4200000000,207.4614840000,96,20000.0000000000,20000.0000000000,19887.7016640000,1.2500000000,3.2500000000,120.0000000000,312.0000000000,208.4550000000,203.9550000000,FORCED_EOD,56,-20.6400000000,7.9608000000,0.6720000000,8.6328000000,-29.2728000000
uncapped_diagnostic,META,QQQ,2025-08-27 11:05:00-04:00,2025-08-27 11:06:00-04:00,2025-08-27 15:59:00-04:00,LONG,-2.5529790996,747.8199000000,747.9694639800,747.1500000000,747.0005700000,26,20000.0000000000,20000.0000000000,19447.2060634800,8.0000000000,2.7500000000,208.0000000000,71.5000000000,739.8199000000,750.5699000000,FORCED_EOD,293,-17.4174000000,7.7738434800,0.1820000000,7.9558434800,-25.3732434800
uncapped_diagnostic,AVGO,QQQ,2025-08-27 12:22:00-04:00,2025-08-27 12:23:00-04:00,2025-08-27 15:59:00-04:00,LONG,-2.5267358950,298.0200000000,298.0796040000,300.2400000000,300.1799520000,67,20000.0000000000,20000.0000000000,19971.3334680000,10.5000000000,5.0000000000,703.5000000000,335.0000000000,287.5200000000,303.0200000000,FORCED_EOD,216,148.7400000000,8.0166840000,0.4690000000,8.4856840000,140.2543160000
uncapped_diagnostic,TSLA,QQQ,2025-08-27 11:03:00-04:00,2025-08-27 11:04:00-04:00,2025-08-27 15:59:00-04:00,SHORT,2.5015664775,352.6700000000,352.5994660000,349.4800000000,349.5498960000,56,20000.0000000000,20000.0000000000,19745.5700960000,19.7500000000,7.0000000000,1106.0000000000,392.0000000000,372.4200000000,345.6700000000,FORCED_EOD,295,178.6400000000,7.8640800000,0.3920000000,8.2560800000,170.3839200000
uncapped_diagnostic,AMD,QQQ,2025-08-27 11:43:00-04:00,2025-08-27 11:44:00-04:00,2025-08-27 15:59:00-04:00,SHORT,2.5477963645,166.4281000000,166.3948143800,167.1000000000,167.1334200000,120,20000.0000000000,20000.0000000000,19967.3777256000,1.7500000000,4.0000000000,210.0000000000,480.0000000000,168.1781000000,162.4281000000,FORCED_EOD,255,-80.6280000000,8.0046744000,0.8400000000,8.8446744000,-89.4726744000
uncapped_diagnostic,NVDA,QQQ,2025-08-28 11:54:00-04:00,2025-08-28 11:55:00-04:00,2025-08-28 12:53:00-04:00,LONG,-2.6146474324,178.6900000000,178.7257380000,179.9400000000,179.9040120000,111,20000.0000000000,20000.0000000000,19838.5569180000,5.2500000000,1.2500000000,582.7500000000,138.7500000000,173.4400000000,179.9400000000,TAKE_PROFIT_BRACKET,58,138.7500000000,7.9615860000,0.7770000000,8.7385860000,130.0114140000
uncapped_diagnostic,NVDA,QQQ,2025-08-28 13:09:00-04:00,2025-08-28 13:10:00-04:00,2025-08-28 13:29:00-04:00,LONG,-2.5411680565,178.7150000000,178.7507430000,179.9650000000,179.9290070000,111,20000.0000000000,20000.0000000000,19841.3324730000,5.2500000000,1.2500000000,582.7500000000,138.7500000000,173.4650000000,179.9650000000,TAKE_PROFIT_BRACKET,19,138.7500000000,7.9626960000,0.7770000000,8.7396960000,130.0103040000
uncapped_diagnostic,NVDA,QQQ,2025-08-28 14:24:00-04:00,2025-08-28 14:25:00-04:00,2025-08-28 15:59:00-04:00,SHORT,3.2565388979,180.6817000000,180.6455636600,180.2000000000,180.2360400000,110,20000.0000000000,20000.0000000000,19871.0120026000,5.2500000000,1.2500000000,577.5000000000,137.5000000000,185.9317000000,179.4317000000,FORCED_EOD,94,52.9870000000,7.9393974000,0.7700000000,8.7093974000,44.2776026000
uncapped_diagnostic,MSFT,QQQ,2025-08-28 10:54:00-04:00,2025-08-28 10:55:00-04:00,2025-08-28 15:59:00-04:00,SHORT,2.7279226868,507.6500000000,507.5484700000,509.6600000000,509.7619320000,39,20000.0000000000,20000.0000000000,19794.3903300000,11.7500000000,9.0000000000,458.2500000000,351.0000000000,519.4000000000,498.6500000000,FORCED_EOD,304,-78.3900000000,7.9350180000,0.2730000000,8.2080180000,-86.5980180000
uncapped_diagnostic,AAPL,QQQ,2025-08-28 10:53:00-04:00,2025-08-28 10:54:00-04:00,2025-08-28 15:59:00-04:00,SHORT,2.5955037640,231.7850000000,231.7386430000,232.4900000000,232.5364980000,86,20000.0000000000,20000.0000000000,19929.5232980000,3.0000000000,7.5000000000,258.0000000000,645.0000000000,234.7850000000,224.2850000000,FORCED_EOD,305,-60.6300000000,7.9855300000,0.6020000000,8.5875300000,-69.2175300000
uncapped_diagnostic,AMZN,QQQ,2025-08-28 12:50:00-04:00,2025-08-28 12:51:00-04:00,2025-08-28 15:59:00-04:00,LONG,-2.7004251446,232.1900000000,232.2364380000,231.5600000000,231.5136880000,86,20000.0000000000,20000.0000000000,19972.3336680000,2.0000000000,1.2500000000,172.0000000000,107.5000000000,230.1900000000,233.4400000000,FORCED_EOD,188,-54.1800000000,7.9765000000,0.6020000000,8.5785000000,-62.7585000000
uncapped_diagnostic,GOOGL,QQQ,2025-08-28 13:44:00-04:00,2025-08-28 13:45:00-04:00,2025-08-28 15:59:00-04:00,LONG,-2.5683528197,211.7400000000,211.7823480000,211.6400000000,211.5976720000,94,20000.0000000000,20000.0000000000,19907.5407120000,1.2500000000,3.2500000000,117.5000000000,305.5000000000,210.4900000000,214.9900000000,FORCED_EOD,134,-9.4000000000,7.9595440000,0.6580000000,8.6175440000,-18.0175440000
uncapped_diagnostic,META,QQQ,2025-08-28 10:47:00-04:00,2025-08-28 10:48:00-04:00,2025-08-28 15:59:00-04:00,LONG,-2.5591495228,750.3800000000,750.5300760000,751.2800000000,751.1297440000,26,20000.0000000000,20000.0000000000,19513.7819760000,8.0000000000,2.7500000000,208.0000000000,71.5000000000,742.3800000000,753.1300000000,FORCED_EOD,311,23.4000000000,7.8086320000,0.1820000000,7.9906320000,15.4093680000
uncapped_diagnostic,AVGO,QQQ,2025-08-28 13:37:00-04:00,2025-08-28 13:38:00-04:00,2025-08-28 15:59:00-04:00,SHORT,2.6844435286,309.4600000000,309.3981080000,308.6200000000,308.6817240000,64,20000.0000000000,20000.0000000000,19801.4789120000,10.5000000000,5.0000000000,672.0000000000,320.0000000000,319.9600000000,304.4600000000,FORCED_EOD,141,53.7600000000,7.9114240000,0.4480000000,8.3594240000,45.4005760000
uncapped_diagnostic,TSLA,QQQ,2025-08-28 12:56:00-04:00,2025-08-28 12:57:00-04:00,2025-08-28 15:59:00-04:00,SHORT,2.5945109483,343.8890000000,343.8202222000,345.9000000000,345.9691800000,58,20000.0000000000,20000.0000000000,19941.5728876000,19.7500000000,7.0000000000,1145.5000000000,406.0000000000,363.6390000000,336.8890000000,FORCED_EOD,182,-116.6380000000,8.0015524000,0.4060000000,8.4075524000,-125.0455524000
uncapped_diagnostic,AMD,QQQ,2025-08-28 10:52:00-04:00,2025-08-28 10:53:00-04:00,2025-08-28 15:59:00-04:00,LONG,-2.7967619304,168.0900000000,168.1236180000,168.5300000000,168.4962940000,118,20000.0000000000,20000.0000000000,19838.5869240000,1.7500000000,4.0000000000,206.5000000000,472.0000000000,166.3400000000,172.0900000000,FORCED_EOD,306,51.9200000000,7.9442320000,0.8260000000,8.7702320000,43.1497680000
uncapped_diagnostic,AMZN,QQQ,2025-08-29 10:03:00-04:00,2025-08-29 10:04:00-04:00,2025-08-29 10:16:00-04:00,SHORT,2.9630948785,230.0350000000,229.9889930000,228.7850000000,228.8307570000,86,20000.0000000000,20000.0000000000,19779.0533980000,2.0000000000,1.2500000000,172.0000000000,107.5000000000,232.0350000000,228.7850000000,TAKE_PROFIT_BRACKET,12,107.5000000000,7.8917040000,0.6020000000,8.4937040000,99.0062960000
uncapped_diagnostic,NVDA,QQQ,2025-08-29 10:50:00-04:00,2025-08-29 10:51:00-04:00,2025-08-29 11:21:00-04:00,LONG,-2.6093495340,173.5942000000,173.6289188400,174.8442000000,174.8092311600,115,20000.0000000000,20000.0000000000,19967.3256666000,5.2500000000,1.2500000000,603.7500000000,143.7500000000,168.3442000000,174.8442000000,TAKE_PROFIT_BRACKET,30,143.7500000000,8.0140832000,0.8050000000,8.8190832000,134.9309168000
uncapped_diagnostic,META,QQQ,2025-08-29 11:37:00-04:00,2025-08-29 11:38:00-04:00,2025-08-29 13:04:00-04:00,SHORT,2.5455998862,741.5734000000,741.4250853200,738.8234000000,738.9711646800,26,20000.0000000000,20000.0000000000,19277.0522183200,8.0000000000,2.7500000000,208.0000000000,71.5000000000,749.5734000000,738.8234000000,TAKE_PROFIT_BRACKET,86,71.5000000000,7.6980633600,0.1820000000,7.8800633600,63.6199366400
uncapped_diagnostic,GOOGL,QQQ,2025-08-29 13:59:00-04:00,2025-08-29 14:00:00-04:00,2025-08-29 14:12:00-04:00,SHORT,2.7316132636,212.5500000000,212.5074900000,213.8000000000,213.8427600000,94,20000.0000000000,20000.0000000000,19975.7040600000,1.2500000000,3.2500000000,117.5000000000,305.5000000000,213.8000000000,209.3000000000,STOP,12,-117.5000000000,8.0153800000,0.6580000000,8.6733800000,-126.1733800000
uncapped_diagnostic,NVDA,QQQ,2025-08-29 13:05:00-04:00,2025-08-29 13:06:00-04:00,2025-08-29 15:59:00-04:00,LONG,-3.2425928835,173.6600000000,173.6947320000,174.2800000000,174.2451440000,115,20000.0000000000,20000.0000000000,19974.8941800000,5.2500000000,1.2500000000,603.7500000000,143.7500000000,168.4100000000,174.9100000000,FORCED_EOD,173,71.3000000000,8.0026200000,0.8050000000,8.8076200000,62.4923800000
